gvkey,datadate,fyear,cusip,at,xrd
3238,20101231,2010,200525103,18502.339,
3238,20111231,2011,200525103,20649.367,
3238,20111231,2011,200525103,20649.367,
3238,20121231,2012,200525103,22159.589,
3238,20121231,2012,200525103,22159.589,
3238,20131231,2013,200525103,23072.036,
3238,20131231,2013,200525103,23072.036,
3238,20141231,2014,200525103,23994.28,
3238,20141231,2014,200525103,23994.28,
3240,20100331,2009,200654101,0.391,
3243,20101231,2010,172967424,1913902,
3243,20101231,2010,172967424,1913902,
3243,20111231,2011,172967424,1873878,
3243,20111231,2011,172967424,1873878,
3243,20121231,2012,172967424,1864660,
3243,20121231,2012,172967424,1864660,
3243,20131231,2013,172967424,1880382,
3243,20131231,2013,172967424,1880382,
3243,20141231,2014,172967424,1842530,
3243,20141231,2014,172967424,1842530,
3246,20100831,2010,201723103,3706.153,
3246,20110831,2011,201723103,3683.131,
3246,20120831,2012,201723103,3441.246,
3246,20130831,2013,201723103,3494.801,
3246,20140831,2014,201723103,3688.52,
3270,20101231,2010,126431105,12.431,2.44
3270,20111231,2011,126431105,15.124,2.607
3270,20121231,2012,126431105,13.108,2.775
3270,20131231,2013,126431105,11.32,2.882
3270,20141231,2014,126431105,15.019,3.055
3275,20101231,2010,203900105,109.07,2.127
3275,20111231,2011,203900105,116.659,2.045
3275,20121231,2012,203900105,112.535,2.304
3275,20131231,2013,203900105,103.533,2.76
3275,20141231,2014,203900105,100.286,7.835
3278,20101231,2010,53774105,10327,
3278,20111231,2011,53774105,12938,
3278,20121231,2012,53774105,15218,
3278,20131231,2013,53774105,16284,
3278,20141231,2014,53774105,16969,
3279,20111130,2011,204237309,,
3288,20101231,2010,204620207,14.71,0
3288,20111231,2011,204620207,15.316,0
3288,20121231,2012,204620207,6.124,0
3288,20131231,2013,204620207,,
3288,20141231,2014,204620207,0.408,0
3310,20100331,2009,12673P105,11838,476
3310,20110331,2010,12673P105,12414,471
3310,20120331,2011,12673P105,11997,510
3310,20130331,2012,12673P105,11811,490
3310,20140331,2013,12673P105,12016,587
3336,20100331,2009,23355L106,16455,
3336,20110331,2010,23355L106,16120,
3336,20120331,2011,23355L106,11189,
3336,20130331,2012,23355L106,11251,
3336,20140331,2013,23355L106,11389,
3342,20101231,2010,205477102,130.273,
3342,20111231,2011,205477102,147.492,
3342,20121231,2012,205477102,166.205,
3342,20131231,2013,205477102,174.431,
3342,20141231,2014,205477102,170.796,
3358,20100731,2010,205826209,1066.562,46.192
3358,20110731,2011,205826209,937.509,43.516
3358,20120731,2012,205826209,719.778,38.489
3358,20130731,2013,205826209,681.815,36.748
3358,20140731,2014,205826209,473.852,34.108
3362,20100531,2009,205887102,11738,77.9
3362,20110531,2010,205887102,11408.7,81.4
3362,20120531,2011,205887102,11441.9,86
3362,20130531,2012,205887102,20405.3,93.1
3362,20140531,2013,205887102,19366.4,103.5
3363,20110430,2010,904197308,,
3363,20120430,2011,904197308,0.019,0
3363,20130430,2012,904197308,0,0
3369,20100630,2010,754198109,8.458,0.039
3369,20110630,2011,754198109,11.152,
3369,20120630,2012,754198109,12.498,
3369,20130630,2013,754198109,12.535,
3369,20140630,2014,754198109,15.968,
3382,20101231,2010,825690100,13.863,4.591
3382,20111231,2011,825690100,24.855,9.777
3382,20121231,2012,825690100,147.114,16.33
3382,20131231,2013,825690100,278.488,21.764
3382,20141231,2014,825690100,383.777,38.301
3389,20101231,2010,52466B103,35.629,7.509
3389,20111231,2011,52466B103,53.501,8.117
3392,20101231,2010,207597006,8287.585,
3392,20111231,2011,207597006,8791.396,
3392,20121231,2012,207597006,9142.088,
3392,20131231,2013,207597006,8980.502,
3392,20141231,2014,207597006,9360.108,
3394,20101231,2010,207797101,425.211,
3394,20111231,2011,207797101,464.831,
3394,20121231,2012,207797101,578.975,
3394,20131231,2013,207797101,630.811,
3394,20141231,2014,207797101,671.189,
3399,20100731,2010,208254862,2.338,0.14
3399,20110731,2011,208254862,0.987,0.068
3399,20120731,2012,208254862,0.814,0.08
3410,20101231,2010,893617209,1384.761,
3410,20101231,2010,893617209,1384.761,0
3410,20111231,2011,893617209,1160.324,
3410,20111231,2011,893617209,1160.324,0
3410,20121231,2012,893617209,1045.344,
3410,20121231,2012,893617209,1045.344,0
3410,20131231,2013,893617209,897.671,
3410,20131231,2013,893617209,897.671,0
3410,20141231,2014,893617209,930.405,
3410,20141231,2014,893617209,930.405,0
3413,20101231,2010,209115104,36146,
3413,20111231,2011,209115104,39214,
3413,20121231,2012,209115104,41209,
3413,20131231,2013,209115104,40647,
3413,20141231,2014,209115104,44308,
3416,20101231,2010,205944101,2943.732,
3416,20111231,2011,205944101,3100.016,
3416,20121231,2012,205944101,3141.464,
3416,20131231,2013,205944101,3279.931,
3416,20141231,2014,205944101,3335.618,
3424,20100930,2010,08986R309,563.839,0
3424,20110930,2011,08986R309,672.86,0
3424,20120930,2012,08986R309,773.787,0
3424,20130930,2013,08986R309,988.543,0
3424,20140930,2014,08986R309,1174.732,0
3429,20101231,2010,210226106,177.759,
3429,20101231,2010,210226106,177.759,
3429,20111231,2011,210226106,170.266,
3429,20111231,2011,210226106,170.266,
3429,20121231,2012,210226106,184.697,
3429,20121231,2012,210226106,184.697,
3429,20131231,2013,210226106,226.184,
3429,20131231,2013,210226106,226.184,
3429,20141231,2014,210226106,275.923,
3429,20141231,2014,210226106,275.923,
3439,20101231,2010,125896100,15616,
3439,20111231,2011,125896100,16452,
3439,20121231,2012,125896100,17131,
3439,20131231,2013,125896100,17416,
3439,20141231,2014,125896100,19185,
3440,20101231,2010,66999A937,17.824,2.629
3440,20111231,2011,66999A937,26.597,2.118
3465,20101231,2010,211615307,79.561,
3465,20111231,2011,211615307,75.871,
3465,20121231,2012,211615307,71.545,
3465,20131231,2013,211615307,71.962,
3465,20141231,2014,211615307,71.801,
3469,20101231,2010,212015101,3591.785,
3469,20111231,2011,212015101,5646.086,
3469,20121231,2012,212015101,9140.009,
3469,20131231,2013,212015101,11941.182,
3469,20141231,2014,212015101,15145.07,
3497,20101231,2010,G24140108,6668.6,149.7
3497,20111231,2011,G24140108,6447.6,166.5
3502,20101231,2010,216831107,2305.537,39.748
3502,20111231,2011,216831107,2501.005,44.586
3502,20121231,2012,216831107,2801.16,50.801
3502,20131231,2013,216831107,2738.147,51.127
3502,20141231,2014,216831107,2489.931,56.848
3504,20101031,2010,216648402,2525.018,35.274
3504,20111031,2011,216648402,2624.518,43.581
3504,20121031,2012,216648402,2941.384,51.73
3504,20131031,2013,216648402,3137.261,58.827
3504,20141031,2014,216648402,4458.34,66.259
3505,20101231,2010,60871R209,12697.6,
3505,20111231,2011,60871R209,12423.8,
3505,20121231,2012,60871R209,16212.2,
3505,20131231,2013,60871R209,15580.1,
3505,20141231,2014,60871R209,13996.3,
3515,20101231,2010,45899A932,6.526,
3515,20111231,2011,45899A932,0.468,
3516,20100630,2010,218349108,271.241,
3516,20110630,2011,218349108,283.937,
3516,20120630,2012,218349108,253.412,
3516,20130630,2013,218349108,244.591,
3516,20140630,2014,218349108,253.96,
3532,20101231,2010,219350105,25833,491
3532,20111231,2011,219350105,27848,563
3532,20121231,2012,219350105,29375,635
3532,20131231,2013,219350105,28478,710
3532,20141231,2014,219350105,30063,815
3533,20100930,2010,219387107,41.492,
3533,20110930,2011,219387107,45.005,
3533,20120930,2012,219387107,51.614,
3533,20130930,2013,219387107,55.019,
3533,20140930,2014,219387107,62.522,
3538,20101231,2010,134920107,1032.139,
3538,20111231,2011,134920107,964.475,
3538,20121231,2012,134920107,969.991,
3538,20131231,2013,134920107,1138.648,
3547,20100331,2009,221295207,9.613,
3547,20110331,2010,221295207,7.077,
3547,20120331,2011,221295207,5.918,
3552,20101231,2010,89899X930,693.345,1.058
3552,20111231,2011,89899X930,728.724,1.017
3552,20121231,2012,89899X930,743.876,1.366
3552,20131231,2013,89899X930,763.609,1.266
3552,20141231,2014,89899X930,864.233,1.267
3556,20100930,2010,222660102,222.194,
3556,20110930,2011,222660102,213.026,
3556,20120930,2012,222660102,197.36,
3556,20130930,2013,222660102,216.994,
3556,20140930,2014,222660102,216.516,
3562,20101231,2010,222795106,1371.282,
3562,20101231,2010,222795106,1371.282,0
3562,20111231,2011,222795106,1235.535,
3562,20111231,2011,222795106,1235.535,0
3562,20121231,2012,222795106,1124.242,
3562,20121231,2012,222795106,1124.242,0
3562,20131231,2013,222795106,2273.206,
3562,20131231,2013,222795106,2273.206,0
3562,20141231,2014,222795106,2667.33,
3562,20141231,2014,222795106,2667.33,0
3570,20100731,2010,22410J106,1292.067,
3570,20110731,2011,22410J106,1310.884,
3570,20120731,2012,22410J106,1418.992,
3570,20130731,2013,22410J106,1388.306,
3570,20140731,2014,22410J106,1432.248,
3580,20101231,2010,224399105,2706.697,56.7
3580,20111231,2011,224399105,2843.531,64.2
3580,20121231,2012,224399105,2889.878,66.9
3580,20131231,2013,224399105,3559.607,52.7
3580,20141231,2014,224399105,3450.785,68
3581,20101231,2010,224633206,820.674,
3581,20111231,2011,224633206,811.658,
3581,20121231,2012,224633206,844.823,
3581,20131231,2013,224633206,790.058,
3581,20141231,2014,224633206,789.319,
3591,20101231,2010,02635K005,18132.96,
3591,20111231,2011,02635K005,15382.414,
3591,20121231,2012,02635K005,14654.771,
3591,20131231,2013,02635K005,12732.037,
3591,20141231,2014,02635K005,11126.47,
3592,20101231,2010,68268W103,18260.95,
3592,20111231,2011,68268W103,15494.888,
3592,20121231,2012,68268W103,14673.515,
3592,20131231,2013,68268W103,15402.686,
3592,20141231,2014,68268W103,11057.864,
3594,20101031,2010,225439207,53.405,
3594,20111031,2011,225439207,63.921,
3607,20101231,2010,163893209,2913,42
3607,20111231,2011,163893209,2855,43
3607,20121231,2012,163893209,3030,44
3607,20131231,2013,163893209,2704,40
3607,20141231,2014,163893209,2667,36
3612,20101231,2010,22149T102,144.626,2.811
3612,20111231,2011,22149T102,155.415,2.697
3612,20121231,2012,22149T102,161.339,2.708
3619,20101231,2010,228368106,6899,42
3619,20111231,2011,228368106,6868,43
3619,20121231,2012,228368106,7490,43
3619,20131231,2013,228368106,8030,36
3619,20141231,2014,228368106,9708,39
3622,20100331,2009,228309100,41.392,
3622,20110331,2010,228309100,45.702,
3622,20120331,2011,228309100,44.661,
3622,20130331,2012,228309100,44.163,
3622,20140331,2013,228309100,46.215,
3639,20100930,2010,229669106,856.089,18.976
3639,20110930,2011,229669106,958.84,25.26
3639,20120930,2012,229669106,1026.317,28.722
3639,20130930,2013,229669106,1108.375,24.445
3639,20140930,2014,229669106,1194.606,17.959
3643,20101231,2010,229899109,17617.092,
3643,20101231,2010,229899109,17617.092,
3643,20111231,2011,229899109,20317.245,
3643,20111231,2011,229899109,20317.245,
3643,20121231,2012,229899109,23124.069,
3643,20121231,2012,229899109,23124.069,
3643,20131231,2013,229899109,24312.939,
3643,20131231,2013,229899109,24312.939,
3643,20141231,2014,229899109,28277.775,
3643,20141231,2014,229899109,28277.775,
3647,20100430,2009,230215105,112.598,
3647,20110430,2010,230215105,130.051,
3647,20120430,2011,230215105,144.716,
3647,20130430,2012,230215105,144.706,
3647,20140430,2013,230215105,160.935,
3650,20101231,2010,231021106,10402,414
3650,20111231,2011,231021106,11668,621
3650,20121231,2012,231021106,12548,721
3650,20131231,2013,231021106,14728,700
3650,20141231,2014,231021106,15776,737
3662,20101231,2010,231561101,2242.018,54.131
3662,20111231,2011,231561101,2652.837,62.115
3662,20121231,2012,231561101,3114.588,59.712
3662,20131231,2013,231561101,3458.274,68.874
3662,20141231,2014,231561101,3399.511,67.842
3691,20101231,2010,36254L100,0.185,0.179
3691,20111231,2011,36254L100,0.129,0.017
3691,20121231,2012,36254L100,0.226,0
3691,20131231,2013,36254L100,0.147,0
3691,20141231,2014,36254L100,0.888,0
3707,20101231,2010,233326107,3339.4,
3707,20111231,2011,233326107,3428.6,
3707,20121231,2012,233326107,3392.5,
3707,20131231,2013,233326107,3090.5,
3707,20141231,2014,233326107,2942.9,
3708,20101231,2010,95058W100,4732.654,
3708,20111231,2011,95058W100,4300.668,
3708,20121231,2012,95058W100,4303.199,
3708,20131231,2013,95058W100,4363.04,
3708,20141231,2014,95058W100,4145.842,
3734,20101231,2010,235825205,5099,132
3734,20111231,2011,235825205,5305,52
3734,20121231,2012,235825205,5144,57
3734,20131231,2013,235825205,5129,64
3734,20141231,2014,235825205,4930,72
3735,20101231,2010,235851102,22217.13,809.481
3735,20111231,2011,235851102,29949.447,1018.526
3735,20121231,2012,235851102,32941,1137.9
3735,20131231,2013,235851102,34672.2,1249.9
3735,20141231,2014,235851102,36991.7,1314.2
3761,20101231,2010,237690102,29.424,4.159
3761,20111231,2011,237690102,31.345,5.47
3761,20121231,2012,237690102,18.822,5.564
3761,20131231,2013,237690102,17.502,4.586
3761,20141231,2014,237690102,19.332,4.708
3785,20100430,2009,23899E931,17.653,4.265
3785,20110430,2010,23899E931,14.82,1.894
3785,20120430,2011,23899E931,11.43,0
3785,20130430,2012,23899E931,8.165,0
3785,20140430,2013,23899E931,7.572,0
3801,20101231,2010,238532105,288.307,
3801,20111231,2011,238532105,303.734,
3801,20121231,2012,238532105,330.932,
3801,20131231,2013,238532105,333.378,
3801,20141231,2014,238532105,381.004,
3806,20100930,2010,239360100,235.076,
3806,20110930,2011,239360100,264.824,
3806,20120930,2012,239360100,279.175,
3806,20130930,2013,239360100,289.027,
3806,20140930,2014,239360100,262.639,
3807,20101231,2010,239467103,91.195,3.042
3807,20111231,2011,239467103,85.725,2.706
3813,20100131,2009,8.76E+110,44533,0
3813,20110131,2010,8.76E+110,43705,0
3813,20120131,2011,8.76E+110,46630,0
3813,20130131,2012,8.76E+110,48163,0
3813,20140131,2013,8.76E+110,44553,0
3813,20150131,2014,8.76E+110,41404,0
3814,20101231,2010,23399M003,3813.3,
3814,20111231,2011,23399M003,6107.5,
3814,20121231,2012,23399M003,4247.3,
3814,20131231,2013,23399M003,3721.5,
3814,20141231,2014,23399M003,3577.8,
3819,20110930,2011,241496108,,
3820,20101231,2010,G9363W104,351.819,11.801
3820,20111231,2011,G9363W104,406.742,16.149
3820,20121231,2012,G9363W104,380.693,16.457
3820,20131231,2013,G9363W104,251.439,7.655
3835,20101031,2010,244199105,43266.8,1052.4
3835,20111031,2011,244199105,48207.4,1226.2
3835,20121031,2012,244199105,56265.8,1433.6
3835,20131031,2013,244199105,59521.3,1477.3
3835,20141031,2014,244199105,61336.4,1452
3836,20101031,2010,244217006,22624.5,
3836,20111031,2011,244217006,24331.3,
3836,20121031,2012,244217006,28093.9,
3836,20131031,2013,244217006,31664.2,
3836,20141031,2014,244217006,34779.7,
3839,20100731,2010,23328R206,39.029,2.054
3839,20110731,2011,23328R206,63.301,2.076
3839,20120731,2012,23328R206,52.797,0.161
3839,20130731,2013,23328R206,52.383,
3839,20140731,2014,23328R206,55.663,
3842,20101231,2010,233347202,,
3842,20111231,2011,233347202,,
3842,20121231,2012,233347202,,
3842,20131231,2013,233347202,,
3842,20141231,2014,233347202,,
3851,20101231,2010,247361702,43188,
3851,20111231,2011,247361702,43499,
3851,20121231,2012,247361702,44550,
3851,20131231,2013,247361702,52252,
3851,20141231,2014,247361702,54121,
3855,20100630,2010,247748106,168.632,
3855,20110630,2011,247748106,174.896,
3855,20120630,2012,247748106,182.895,
3855,20130630,2013,247748106,183.93,
3855,20140630,2014,247748106,186.025,
3863,20101231,2010,248019101,1308.691,
3863,20111231,2011,248019101,1388.809,
3863,20121231,2012,248019101,1412.44,
3863,20131231,2013,248019101,1569.529,
3863,20141231,2014,248019101,1688.391,
3895,20101231,2010,250685104,49.439,0.617
3895,20111231,2011,250685104,54.13,0.539
3895,20121231,2012,250685104,37.291,0.504
3895,20131231,2013,250685104,30.163,0.638
3895,20141231,2014,250685104,23.998,0.705
3897,20101231,2010,233331107,24896,
3897,20111231,2011,233331107,26009,
3897,20121231,2012,233331107,26339,
3897,20131231,2013,233331107,25935,
3897,20141231,2014,233331107,27974,
3905,20100630,2010,00737L103,1627.826,
3905,20110630,2011,00737L103,1850.503,
3905,20120630,2012,00737L103,1838.616,
3905,20130630,2013,00737L103,1857.018,
3905,20140630,2014,00737L103,1997.636,
3908,20100630,2010,252063102,3.738,0.105
3908,20110630,2011,252063102,3.535,0.13
3908,20120630,2012,252063102,4.335,0.05
3908,20130630,2013,252063102,4.069,0.08
3908,20140630,2014,252063102,4.679,0.02
3937,20100331,2009,74737V106,1911.199,
3937,20110331,2010,74737V106,1808.33,
3937,20120331,2011,74737V106,1949.845,
3937,20130331,2012,74737V106,1911.579,
3937,20140331,2013,74737V106,1775.287,
3946,20101231,2010,253651103,2519.79,74.225
3946,20111231,2011,253651103,2517.443,78.108
3946,20121231,2012,253651103,2592.987,85.881
3946,20131231,2013,253651103,2183.491,92.315
3946,20141231,2014,253651103,2342.136,93.617
3962,20101231,2010,656553104,41.561,
3962,20111231,2011,656553104,46.782,
3962,20121231,2012,656553104,44.515,
3962,20131231,2013,656553104,46.075,
3962,20141231,2014,656553104,48.686,
3964,20100131,2009,254067101,4606.327,0
3964,20110131,2010,254067101,4374.166,0
3964,20120131,2011,254067101,4306.137,0
3964,20130131,2012,254067101,4048.744,0
3964,20140131,2013,254067101,4050.739,0
3964,20150131,2014,254067101,4170.071,0
3969,20101231,2010,254543101,846.55,26.584
3969,20111231,2011,254543101,793.064,27.231
3969,20121231,2012,254543101,920.063,33.761
3969,20131231,2013,254543101,1162.258,48.302
3969,20141231,2014,254543101,1179.157,52.136
3971,20100630,2010,254546104,361.988,31.586
3972,20101231,2010,254547102,0.328,
3972,20111231,2011,254547102,0.21,
3980,20100930,2010,254687106,69206,
3980,20110930,2011,254687106,72124,
3980,20120930,2012,254687106,74898,
3980,20130930,2013,254687106,81241,
3980,20140930,2014,254687106,84186,
4001,20101231,2010,255519100,178.102,
4001,20111231,2011,255519100,182.943,
4001,20121231,2012,255519100,201.77,
4001,20131231,2013,255519100,248.866,
4001,20141231,2014,255519100,300.88,
4016,20100131,2009,256677105,8863.519,0
4016,20110131,2010,256677105,9546.222,0
4016,20120131,2011,256677105,9688.52,0
4016,20130131,2012,256677105,10367.682,0
4016,20140131,2013,256677105,10867.524,0
4016,20150131,2014,256677105,11224.104,0
4019,20101231,2010,958211203,587.1,
4019,20111231,2011,958211203,618.4,
4019,20121231,2012,958211203,606.3,
4019,20131231,2013,958211203,670.5,
4019,20141231,2014,958211203,694.2,
4029,20101231,2010,25746U109,42817,
4029,20111231,2011,25746U109,45614,
4029,20121231,2012,25746U109,46838,
4029,20131231,2013,25746U109,50096,
4029,20141231,2014,25746U109,54327,
4036,20100731,2010,257651109,1499.506,44.486
4036,20110731,2011,257651109,1726.093,55.286
4036,20120731,2012,257651109,1730.082,59.589
4036,20130731,2013,257651109,1743.556,62.63
4036,20140731,2014,257651109,1942.411,61.837
4040,20101231,2010,257867200,9083.2,
4040,20111231,2011,257867200,8281.7,
4040,20121231,2012,257867200,7262.7,
4040,20131231,2013,257867200,7238.2,
4040,20141231,2014,257867200,7639.3,
4045,20101231,2010,25820R105,153.111,
4045,20111231,2011,25820R105,142.769,
4045,20121231,2012,25820R105,123.8,
4045,20131231,2013,25820R105,112.785,
4045,20141231,2014,25820R105,97.509,
4051,20100630,2010,973146103,16.363,
4052,20101231,2010,296064108,152.517,
4052,20111231,2011,296064108,170.594,
4052,20121231,2012,296064108,158.81,
4052,20131231,2013,296064108,132.4,
4052,20141231,2014,296064108,127.879,
4058,20101231,2010,260003108,8562.894,193.487
4058,20111231,2011,260003108,9501.45,196.97
4058,20121231,2012,260003108,10443.943,189.844
4058,20131231,2013,260003108,10838.172,185.623
4058,20141231,2014,260003108,9090.385,118.411
4060,20101231,2010,26078J100,69588,1660
4060,20111231,2011,26078J100,69224,1646
4060,20121231,2012,26078J100,69605,1708
4060,20131231,2013,26078J100,69501,1747
4060,20141231,2014,26078J100,68796,1647
4066,20101231,2010,681919106,19566.1,
4066,20111231,2011,681919106,20505.4,
4066,20121231,2012,681919106,22151.9,
4066,20131231,2013,681919106,22098.7,
4066,20141231,2014,681919106,21559.7,
4072,20100731,2010,04351G101,1654.119,0
4072,20110731,2011,04351G101,1839.6,0
4072,20120731,2012,04351G101,2807.1,0
4072,20130731,2013,04351G101,2871.7,0
4072,20140731,2014,04351G101,3123.8,0
4077,20100331,2009,51807U101,79.291,1.172
4087,20101231,2010,263534109,40410,1651
4087,20111231,2011,263534109,48492,1956
4087,20121231,2012,263534109,49736,2067
4087,20131231,2013,263534109,51499,2153
4087,20141231,2014,263534109,49876,2067
4090,20100131,2009,1600105,194.808,0
4090,20110131,2010,1600105,212.711,0
4090,20120131,2011,1600105,220.405,0
4090,20130131,2012,1600105,243.875,0
4090,20140131,2013,1600105,235.093,0
4091,20101231,2010,264147109,345.452,
4091,20111231,2011,264147109,808.087,
4091,20121231,2012,264147109,785.074,
4091,20131231,2013,264147109,764.199,
4091,20141231,2014,264147109,747.599,
4093,20101231,2010,26441C204,59090,
4093,20111231,2011,26441C204,62526,
4093,20121231,2012,26441C204,113856,
4093,20131231,2013,26441C204,114779,
4093,20141231,2014,26441C204,120709,
4094,20101231,2010,2.65E+104,1905.5,
4094,20111231,2011,2.65E+104,1977.1,
4094,20121231,2012,2.65E+104,1991.8,
4094,20131231,2013,2.65E+104,1890.3,
4094,20141231,2014,2.65E+104,1986.2,
4108,20101231,2010,34354P105,4459.91,29.5
4108,20111231,2011,34354P105,4622.614,35
4108,20121231,2012,34354P105,4810.958,38.9
4108,20131231,2013,34354P105,5036.733,37.8
4108,20141231,2014,34354P105,4968.02,40.9
4115,20100731,2010,267475101,679.556,
4115,20110731,2011,267475101,724.755,
4115,20120731,2012,267475101,772.193,
4115,20130731,2013,267475101,1154.208,
4115,20140731,2014,267475101,1212.354,
4124,20100630,2010,268157401,15.09,0.915
4124,20110630,2011,268157401,14.819,1.384
4124,20120630,2012,268157401,15.271,1.41
4124,20130630,2013,268157401,15.105,1.121
4124,20140630,2014,268157401,14.295,0.993
4127,20101231,2010,268057106,198.216,
4127,20111231,2011,268057106,323.56,
4127,20121231,2012,268057106,260.051,
4128,20101231,2010,191042100,74.354,1.6
4128,20111231,2011,191042100,80.595,1.6
4128,20121231,2012,191042100,83.49,2.021
4128,20131231,2013,191042100,82.806,2.222
4130,20100930,2010,268102100,38.975,20.6
4130,20110930,2011,268102100,41.301,23.985
4130,20120930,2012,268102100,37.465,25.235
4130,20130930,2013,268102100,26.677,2.307
4130,20140930,2014,268102100,26.377,1.343
4145,20101231,2010,714046109,3209.373,95.409
4145,20111231,2011,714046109,3834.198,115.821
4145,20121231,2012,714046109,3901.762,132.639
4145,20131231,2013,714046109,3946.712,133.023
4145,20141231,2014,714046109,4134.075,121.141
4149,20100630,2010,59299Q934,2.406,0.007
4149,20110630,2011,59299Q934,2.186,0.011
4149,20120630,2012,59299Q934,1.829,0.015
4156,20101231,2010,868607102,101.537,
4156,20111231,2011,868607102,104.697,
4156,20121231,2012,868607102,105.088,
4156,20131231,2013,868607102,113.531,
4156,20141231,2014,868607102,110.942,
4186,20101231,2010,276317104,102.353,0.739
4186,20111231,2011,276317104,106.7,0.826
4186,20121231,2012,276317104,115.854,0.814
4186,20131231,2013,276317104,113.858,0.991
4186,20141231,2014,276317104,121.271,1.08
4193,20101231,2010,277276101,1183.276,
4193,20101231,2010,277276101,1183.276,0
4193,20111231,2011,277276101,1286.516,
4193,20111231,2011,277276101,1286.516,0
4193,20121231,2012,277276101,1354.102,
4193,20121231,2012,277276101,1354.102,0
4193,20131231,2013,277276101,1473.412,
4193,20131231,2013,277276101,1473.412,0
4193,20141231,2014,277276101,1575.824,
4193,20141231,2014,277276101,1575.824,0
4194,20101231,2010,277461406,6239,321
4194,20111231,2011,277461406,4678,274
4194,20121231,2012,277461406,4286,207
4194,20131231,2013,277461406,3200,99
4194,20141231,2014,277461406,2556,94
4199,20101231,2010,G29183103,17252,425
4199,20111231,2011,G29183103,17873,417
4199,20121231,2012,G29183103,35848,439
4199,20131231,2013,G29183103,35491,644
4199,20141231,2014,G29183103,33529,647
4201,20101031,2010,278265103,1280.607,
4201,20101031,2010,278265103,1280.607,
4201,20111031,2011,278265103,1831.3,
4201,20111031,2011,278265103,1831.3,
4201,20121031,2012,278265103,1979.491,
4201,20121031,2012,278265103,1979.491,
4201,20131031,2013,278265103,2407.249,
4201,20131031,2013,278265103,2407.249,
4201,20141031,2014,278265103,1860.086,
4201,20141031,2014,278265103,1860.086,
4213,20101231,2010,278865100,4872.2,88
4213,20111231,2011,278865100,18240.8,96
4213,20121231,2012,278865100,17572.3,183
4213,20131231,2013,278865100,19636.5,188
4213,20141231,2014,278865100,19466.7,197
4225,20100228,2009,281479105,19.36,0
4225,20110228,2010,281479105,18.705,0
4225,20120229,2011,281479105,18.011,0
4225,20130228,2012,281479105,17.901,0
4225,20140228,2013,281479105,16.758,0
4241,20101231,2010,283677854,2364.766,
4241,20111231,2011,283677854,2396.851,
4241,20121231,2012,283677854,2669.05,
4241,20131231,2013,283677854,2786.288,
4241,20141231,2014,283677854,3059.301,
4242,20101231,2010,28336L109,25270,
4242,20111231,2011,28336L109,24314,
4245,20101231,2010,284131208,2017.5,258.7
4245,20111231,2011,284131208,1743.2,215.8
4245,20121231,2012,284131208,1538.6,195.3
4273,20100531,2009,285218103,276.068,
4273,20110531,2010,285218103,305.927,
4273,20120531,2011,285218103,329.831,
4273,20130531,2012,285218103,318.926,
4273,20140531,2013,285218103,302.058,
4274,20100331,2009,285229100,394.418,33.618
4274,20110331,2010,285229100,440.167,41.095
4274,20120331,2011,285229100,433.21,42.64
4274,20130331,2012,285229100,322.208,39.543
4274,20140331,2013,285229100,270.209,37.839
4275,20101231,2010,285233102,11.553,0.656
4275,20111231,2011,285233102,11.928,0.437
4275,20121231,2012,285233102,13.338,0.443
4275,20131231,2013,285233102,12.609,0.56
4275,20141231,2014,285233102,13.764,0.81
4279,20101231,2010,26873N108,372.944,20.97
4292,20101231,2010,285861100,,
4292,20111231,2011,285861100,,
4292,20121231,2012,285861100,0.704,0.261
4292,20131231,2013,285861100,0.552,0.254
4292,20141231,2014,285861100,0.372,0.241
4311,20101231,2010,290160100,250.338,18.209
4311,20111231,2011,290160100,208.054,18.184
4311,20121231,2012,290160100,197.082,6.869
4311,20131231,2013,290160100,212.902,3.929
4311,20141231,2014,290160100,197.728,2.113
4321,20100930,2010,291011104,22843,473
4321,20110930,2011,291011104,23861,555
4321,20120930,2012,291011104,23818,547
4321,20130930,2013,291011104,24711,576
4321,20140930,2014,291011104,24177,541
4322,20100331,2009,291087203,69.256,
4322,20110331,2010,291087203,76.716,
4322,20120331,2011,291087203,78.684,
4322,20130331,2012,291087203,84.284,
4322,20140331,2013,291087203,79.249,
4331,20101231,2010,291641108,1921.311,
4331,20111231,2011,291641108,2021.835,
4331,20121231,2012,291641108,2126.369,
4331,20131231,2013,291641108,2145.045,
4331,20141231,2014,291641108,2390.256,
4340,20100630,2010,292475209,689.45,126.85
4340,20110630,2011,292475209,702.839,176.845
4340,20120630,2012,292475209,712.959,163.552
4340,20130630,2013,292475209,710.709,168.446
4340,20140630,2014,292475209,717.923,155.909
4341,20101231,2010,78461U101,191.379,7.224
4341,20111231,2011,78461U101,234.528,9.003
4341,20121231,2012,78461U101,243.561,7.849
4341,20131231,2013,78461U101,252.98,7.55
4341,20141231,2014,78461U101,286.906,7.601
4351,20101231,2010,29265N108,4363.56,
4351,20111231,2011,29265N108,5237.416,
4351,20121231,2012,29265N108,6175.89,
4351,20131231,2013,29265N108,6622.212,
4351,20141231,2014,29265N108,6138.258,
4352,20100630,2010,292659109,688.321,11.347
4352,20110630,2011,292659109,388.478,10.258
4367,20101231,2010,G48833100,19131.654,214.481
4367,20111231,2011,G48833100,21051,245
