gvkey,datadate,fyear,cusip,at,xrd
1004,20100531,2009,361105,1501.042,
1004,20110531,2010,361105,1703.727,
1004,20120531,2011,361105,2195.653,
1004,20130531,2012,361105,2136.9,
1004,20140531,2013,361105,2199.5,
1013,20100930,2010,886309,1474.5,69.7
1045,20101231,2010,02376R102,25088,
1045,20111231,2011,02376R102,23848,
1045,20121231,2012,02376R102,23510,
1045,20131231,2013,02376R102,42278,
1045,20141231,2014,02376R102,43771,
1050,20101231,2010,125141101,74.791,0.053
1050,20111231,2011,125141101,79.345,
1050,20121231,2012,125141101,94.104,
1050,20131231,2013,125141101,348.536,
1050,20141231,2014,125141101,414.365,
1062,20101130,2010,G3156P103,671.58,
1062,20101130,2010,G3156P103,671.58,
1062,20111130,2011,G3156P103,632.715,
1062,20111130,2011,G3156P103,632.715,
1062,20121130,2012,G3156P103,468.013,
1062,20121130,2012,G3156P103,468.013,
1062,20131130,2013,G3156P103,252.142,
1062,20131130,2013,G3156P103,252.142,
1062,20141130,2014,G3156P103,223.333,
1062,20141130,2014,G3156P103,223.333,
1072,20100331,2009,2444107,2051.492,6.831
1072,20110331,2010,2444107,2319.482,7.392
1072,20120331,2011,2444107,2468.012,7.716
1072,20130331,2012,2444107,2601.995,7.15
1072,20140331,2013,2444107,2384.988,10.514
1075,20101231,2010,723484101,12362.703,
1075,20111231,2011,723484101,13111.018,
1075,20121231,2012,723484101,13379.615,
1075,20131231,2013,723484101,13508.686,
1075,20141231,2014,723484101,14313.532,
1076,20101231,2010,2535300,1502.072,
1076,20111231,2011,2535300,1735.149,
1076,20121231,2012,2535300,1812.929,
1076,20131231,2013,2535300,1827.176,
1076,20141231,2014,2535300,2456.844,
1078,20101231,2010,2824100,59462.266,4037.624
1078,20111231,2011,2824100,60276.893,4801.914
1078,20121231,2012,2824100,67234.944,4610.182
1078,20131231,2013,2824100,42953,1452
1078,20141231,2014,2824100,41275,1345
1082,20100430,2009,81765M106,40.952,
1082,20110430,2010,81765M106,26.228,
1084,20101231,2010,98159J200,0.402,
1084,20111231,2011,98159J200,0.279,
1084,20121231,2012,98159J200,0.237,
1084,20131231,2013,98159J200,0.328,
1084,20141231,2014,98159J200,0.028,
1094,20100630,2010,4446100,231.851,0
1094,20110630,2011,4446100,311.665,
1094,20120630,2012,4446100,299.28,
1094,20130630,2013,4446100,323.43,2.834
1094,20140630,2014,4446100,467.984,5.222
1096,20101231,2010,617577101,2057.911,
1096,20111231,2011,617577101,3467.21,
1096,20121231,2012,617577101,4386.182,
1096,20131231,2013,617577101,5452.995,
1096,20141231,2014,617577101,7993.684,
1097,20101231,2010,4616207,101.863,
1097,20111231,2011,4616207,97.681,
1097,20121231,2012,4616207,85.769,
1097,20131231,2013,4616207,77.654,
1097,20141231,2014,4616207,75.698,
1104,20101231,2010,4816104,49.581,0.487
1104,20111231,2011,4816104,55.222,0.536
1104,20121231,2012,4816104,67.828,0.573
1104,20131231,2013,4816104,68.079,0.603
1104,20141231,2014,4816104,79.308,0.665
1117,20101231,2010,09180A100,34.792,4.859
1117,20111231,2011,09180A100,31.847,4.397
1117,20121231,2012,09180A100,33.96,3.667
1117,20131231,2013,09180A100,34.023,3.851
1117,20141231,2014,09180A100,36.986,3.694
1119,20101231,2010,6212104,,
1119,20111231,2011,6212104,,
1119,20121231,2012,6212104,,
1119,20131231,2013,6212104,,
1119,20141231,2014,6212104,,
1121,20101231,2010,6351308,301.305,
1121,20111231,2011,6351308,378.84,
1121,20121231,2012,6351308,419.501,
1121,20131231,2013,6351308,448.082,
1121,20141231,2014,6351308,340.814,
1161,20101231,2010,7903107,4964,1405
1161,20111231,2011,7903107,4954,1453
1161,20121231,2012,7903107,4000,1354
1161,20131231,2013,7903107,4337,1201
1161,20141231,2014,7903107,3767,1072
1166,20101231,2010,N07045102,1611.012,104.54
1166,20111231,2011,N07045102,2052.615,167.871
1166,20121231,2012,N07045102,1977.249,196.76
1166,20131231,2013,N07045102,2137.466,103.881
1166,20141231,2014,N07045102,2210.772,77.275
1173,20100131,2009,8015307,21.476,1.423
1173,20110131,2010,8015307,23.678,3.787
1173,20120131,2011,8015307,23.035,2.644
1173,20130131,2012,8015307,23.324,4.948
1177,20101231,2010,00817Y108,37739.4,
1177,20101231,2010,00817Y108,37739.4,
1177,20111231,2011,00817Y108,38593.1,
1177,20111231,2011,00817Y108,38593.1,
1177,20121231,2012,00817Y108,41494.5,
1177,20121231,2012,00817Y108,41494.5,
1177,20131231,2013,00817Y108,49871.8,
1177,20131231,2013,00817Y108,49871.8,
1177,20141231,2014,00817Y108,53402.1,
1177,20141231,2014,00817Y108,53402.1,
1186,20101231,2010,8474108,5500.351,
1186,20111231,2011,8474108,5034.262,
1186,20121231,2012,8474108,5255.842,
1186,20131231,2013,8474108,4959.359,
1186,20141231,2014,8474108,6840.538,
1209,20100930,2010,9158106,13505.9,114.7
1209,20110930,2011,9158106,14290.7,118.8
1209,20120930,2012,9158106,16941.8,126.4
1209,20130930,2013,9158106,17850.1,133.7
1209,20140930,2014,9158106,17779.1,141.4
1210,20100331,2009,9207101,29.604,
1210,20110331,2010,9207101,34.221,
1210,20120331,2011,9207101,35.083,
1210,20130331,2012,9207101,36.055,
1210,20140331,2013,9207101,37.221,
1224,20101231,2010,10284008,1167.597,
1224,20111231,2011,10284008,1166.8,
1224,20121231,2012,10284008,1182.876,
1224,20131231,2013,10284008,1198.075,
1224,20140930,2014,10284008,1424.6,
1225,20101231,2010,10392009,17994,
1225,20111231,2011,10392009,18477,
1225,20121231,2012,10392009,18712,
1225,20131231,2013,10392009,19251,
1225,20141231,2014,10392009,20552,
1228,20100630,2010,11612702,20.496,0.3
1228,20110630,2011,11612702,7.616,
1228,20120630,2012,11612702,8.108,
1228,20130630,2013,11612702,7.217,
1228,20140630,2014,11612702,6.765,
1230,20101231,2010,11659109,5016.6,
1230,20111231,2011,11659109,5195,
1230,20121231,2012,11659109,5505,
1230,20131231,2013,11659109,5838,
1230,20141231,2014,11659109,6181,
1234,20101231,2010,49904105,134.652,2.669
1234,20111231,2011,49904105,161.895,2.868
1234,20121231,2012,49904105,155.81,3.766
1234,20131231,2013,49904105,172.066,4.288
1234,20141231,2014,49904105,171.514,5.286
1239,20100930,2010,13078100,1878.275,16.7
1254,20101231,2010,57686G105,2495,
1254,20111231,2011,57686G105,2544,
1254,20121231,2012,57686G105,1174.3,
1254,20131231,2013,57686G105,1248.3,
1254,20141231,2014,57686G105,1401.8,
1257,20101231,2010,14752109,1679.3,
1257,20101231,2010,14752109,1679.3,0
1257,20111231,2011,14752109,1771.307,
1257,20111231,2011,14752109,1771.307,0
1257,20121231,2012,14752109,1481.81,
1257,20121231,2012,14752109,1481.81,0
1257,20131231,2013,14752109,1457.724,
1257,20131231,2013,14752109,1457.724,0
1257,20141231,2014,14752109,1423.216,
1257,20141231,2014,14752109,1423.216,0
1259,20100731,2010,87509Q105,2.242,0.518
1259,20110731,2011,87509Q105,0.522,0.858
1259,20120731,2012,87509Q105,0.08,0.253
1262,20101231,2010,15644107,741.45,
1262,20111231,2011,15644107,874.397,
1262,20121231,2012,15644107,883.714,
1262,20131231,2013,15644107,932.354,
1262,20141231,2014,15644107,974.055,
1263,20100331,2009,29666M006,2235.1,
1263,20110331,2010,29666M006,1923.2,
1263,20120331,2011,29666M006,1906.4,
1263,20130331,2012,29666M006,1877.6,
1263,20140331,2013,29666M006,1804.2,
1266,20100930,2010,16230104,188.817,
1266,20110930,2011,16230104,180.035,
1266,20120930,2012,16230104,185.083,
1266,20130930,2013,16230104,198.84,
1266,20140930,2014,16230104,203.567,
1272,20100630,2010,16663205,0,0
1272,20110630,2011,16663205,0,
1272,20120630,2012,16663205,0,
1272,20130630,2013,16663205,0,
1272,20140630,2014,16663205,0,
1274,20101231,2010,17175100,6431.699,
1274,20101231,2010,17175100,6431.699,
1274,20111231,2011,17175100,6478.089,
1274,20111231,2011,17175100,6478.089,
1274,20121231,2012,17175100,22807.967,
1274,20121231,2012,17175100,22807.967,
1274,20131231,2013,17175100,23361.088,
1274,20131231,2013,17175100,23361.088,
1274,20141231,2014,17175100,23489.436,
1274,20141231,2014,17175100,23489.436,
1279,20101231,2010,17361106,12075.8,
1300,20101231,2010,438516106,37834,1466
1300,20111231,2011,438516106,39808,1799
1300,20121231,2012,438516106,41853,1847
1300,20131231,2013,438516106,45435,1804
1300,20141231,2014,438516106,45451,1892
1308,20101231,2010,19645506,1075.656,
1327,20100930,2010,83088M102,1564.052,134.14
1327,20110930,2011,83088M102,1890.389,168.637
1327,20120930,2012,83088M102,2136.646,212.534
1327,20130930,2013,83088M102,2333.1,226.3
1327,20140930,2014,83088M102,2973.8,252.2
1331,20101231,2010,20825600,66.705,
1331,20111231,2011,20825600,47.899,
1331,20121231,2012,20825600,47.953,
1352,20121231,2012,04273H104,,
1352,20131231,2013,04273H104,,
1352,20141231,2014,04273H104,,
1356,20101231,2010,13817507,39293,174
1356,20111231,2011,13817507,40120,184
1356,20121231,2012,13817507,40179,197
1356,20131231,2013,13817507,35742,192
1356,20141231,2014,13817507,37399,218
1367,20101231,2010,23184203,0.976,
1367,20111231,2011,23184203,0.906,
1380,20101231,2010,42809H107,35396,
1380,20111231,2011,42809H107,39136,
1380,20121231,2012,42809H107,43441,
1380,20131231,2013,42809H107,42754,
1380,20141231,2014,42809H107,38578,
1382,20101231,2010,90341W108,7819,
1382,20111231,2011,90341W108,8335,
1382,20121231,2012,90341W108,9396,
1388,20101231,2010,23771009,22422,
1388,20111231,2011,23771009,23589,
1388,20121231,2012,23771009,23264,
1388,20131231,2013,23771009,25612,
1388,20141231,2014,23771009,26292,
1393,20100331,2009,23586100,3762.454,
1393,20110331,2010,23586100,4176.154,
1393,20120331,2011,23586100,4654.051,
1393,20130331,2012,23586100,5306.601,
1393,20140331,2013,23586100,5998.978,
1397,20101231,2010,24591406,123.23,1.7
1397,20111231,2011,24591406,120.4,2
1397,20121231,2012,24591406,131.867,
1397,20131231,2013,24591406,119.875,
1397,20141231,2014,24591406,122.04,
1408,20101231,2010,73730103,12675.3,70.7
1408,20111231,2011,73730103,7491.8,2.5
1408,20121231,2012,73730103,8636.9,3.4
1408,20131231,2013,73730103,8584.7,
1410,20101031,2010,957100,1548.67,
1410,20111031,2011,957100,1879.598,
1410,20121031,2012,957100,1869.251,
1410,20131031,2013,957100,2119.236,
1410,20141031,2014,957100,2192.9,
1414,20101231,2010,74164M108,9884.306,
1414,20101231,2010,74164M108,9884.306,
1414,20111231,2011,74164M108,9998.544,
1414,20111231,2011,74164M108,9998.544,
1414,20121231,2012,74164M108,10337.877,
1414,20121231,2012,74164M108,10337.877,
1414,20131231,2013,74164M108,10329.95,
1414,20131231,2013,74164M108,10329.95,
1414,20141231,2014,74164M108,10738.114,
1414,20141231,2014,74164M108,10738.114,
1417,20100630,2010,46132L107,,
1417,20110630,2011,46132L107,,
1417,20120630,2012,46132L107,,
1417,20130630,2013,46132L107,,
1417,20140630,2014,46132L107,,
1429,20100831,2010,25303108,787.678,
1429,20110831,2011,25303108,878.107,
1429,20120831,2012,25303108,899.48,
1429,20130831,2013,25303108,950.985,
1439,20101231,2010,91732J102,217.349,
1439,20111231,2011,91732J102,202.588,
1439,20121231,2012,91732J102,218.694,
1439,20131231,2013,91732J102,300.556,
1439,20141231,2014,91732J102,919.855,
1440,20101231,2010,25537101,50455,
1440,20111231,2011,25537101,52223,
1440,20121231,2012,25537101,54367,
1440,20131231,2013,25537101,56414,
1440,20141231,2014,25537101,59633,
1447,20101231,2010,25816109,147042,
1447,20101231,2010,25816109,147042,
1447,20111231,2011,25816109,153337,
1447,20111231,2011,25816109,153337,
1447,20121231,2012,25816109,153140,
1447,20121231,2012,25816109,153140,
1447,20131231,2013,25816109,153375,
1447,20131231,2013,25816109,153375,
1447,20141231,2014,25816109,159103,
1447,20141231,2014,25816109,159103,
1448,20101231,2010,25818006,29221,
1448,20111231,2011,25818006,31141,
1448,20121231,2012,25818006,33795,
1448,20131231,2013,25818006,29926,
1448,20141231,2014,25818006,32840,
1449,20101231,2010,1055102,101039,
1449,20101231,2010,1055102,101039,
1449,20111231,2011,1055102,117102,
1449,20111231,2011,1055102,117102,
1449,20121231,2012,1055102,131094,
1449,20121231,2012,1055102,131094,
1449,20131231,2013,1055102,121307,
1449,20131231,2013,1055102,121307,
1449,20141231,2014,1055102,119767,
1449,20141231,2014,1055102,119767,
1468,20100228,2009,26375105,1529.651,
1468,20110228,2010,26375105,1547.249,
1468,20120229,2011,26375105,1549.464,
1468,20130228,2012,26375105,1583.463,
1487,20101231,2010,26874784,683443,
1487,20101231,2010,26874784,683443,
1487,20111231,2011,26874784,555773,
1487,20111231,2011,26874784,555773,
1487,20121231,2012,26874784,548633,
1487,20121231,2012,26874784,548633,
1487,20131231,2013,26874784,541329,
1487,20131231,2013,26874784,541329,
1487,20141231,2014,26874784,515581,
1487,20141231,2014,26874784,515581,
1491,20101231,2010,M52514102,781.61,
1491,20111231,2011,M52514102,696.513,
1491,20121231,2012,M52514102,708.08,
1491,20131231,2013,M52514102,684.071,
1491,20141231,2014,M52514102,623.254,
1496,20101231,2010,27284108,9.709,0.108
1496,20111231,2011,27284108,10.069,0.077
1496,20121231,2012,27284108,9.963,0.099
1496,20131231,2013,27284108,8.956,0.178
1507,20121231,2012,92189F353,,
1507,20131231,2013,92189F353,,
1507,20141231,2014,92189F353,,
1511,20100831,2010,38168R108,1.947,
1511,20110831,2011,38168R108,0.065,
1511,20120831,2012,38168R108,0.006,
1511,20130831,2013,38168R108,0.012,
1523,20101231,2010,27904101,37.517,0.119
1526,20101231,2010,28591105,21413.039,
1526,20101231,2010,28591105,21413.039,
1526,20111231,2011,28591105,22524.256,
1526,20111231,2011,28591105,22524.256,
1526,20121231,2012,28591105,23107.074,
1526,20121231,2012,28591105,23107.074,
1526,20131231,2013,28591105,23324.883,
1526,20131231,2013,28591105,23324.883,
1526,20141231,2014,28591105,23552.036,
1526,20141231,2014,28591105,23552.036,
1533,20100930,2010,28740108,275.743,1
1533,20110930,2011,28740108,268.65,
1533,20120930,2012,28740108,246.464,
1533,20130930,2013,28740108,277.307,
1545,20101231,2010,29174109,1557.275,
1545,20101231,2010,29174109,1557.275,
1545,20111231,2011,29174109,1235.471,
1545,20111231,2011,29174109,1235.471,
1545,20121231,2012,29174109,1135.345,
1545,20121231,2012,29174109,1135.345,
1545,20131231,2013,29174109,943.322,
1545,20131231,2013,29174109,943.322,
1545,20141231,2014,29174109,965.498,
1545,20141231,2014,29174109,965.498,
1554,20100331,2009,29429107,299.853,19.764
1554,20110331,2010,29429107,336.574,22.619
1554,20120331,2011,29429107,324.865,25.544
1554,20130331,2012,29429107,281.449,23.618
1554,20140331,2013,29429107,265.511,22.089
1559,20101231,2010,29595105,65.34,
1559,20111231,2011,29595105,74.535,
1559,20121231,2012,29595105,73.323,
1559,20131231,2013,29595105,71.742,
1559,20141231,2014,29595105,67.528,
1562,20100430,2009,29683109,97.175,6.722
1562,20110430,2010,29683109,104.832,7.388
1562,20120430,2011,29683109,116.553,8.226
1562,20130430,2012,29683109,113.07,8.882
1562,20140430,2013,29683109,131.22,9.074
1585,20101231,2010,30371108,281.799,5.874
1585,20111231,2011,30371108,339.141,6.555
1585,20121231,2012,30371108,399.89,7.648
1585,20131231,2013,30371108,447.443,8.604
1585,20141231,2014,30371108,473.171,8.591
1593,20101130,2010,30710107,781.569,2.759
1598,20101231,2010,31100100,3818.915,56.8
1598,20111231,2011,31100100,4319.49,78
1598,20121231,2012,31100100,5190.056,84.9
1598,20131231,2013,31100100,5877.902,93.9
1598,20141231,2014,31100100,6420.963,119.3
1602,20101231,2010,31162100,43486,2894
1602,20111231,2011,31162100,48871,3167
1602,20121231,2012,31162100,54298,3380
1602,20131231,2013,31162100,66125,4083
1602,20141231,2014,31162100,69009,4297
1611,20101231,2010,32015703,1397.675,
1611,20101231,2010,32015703,1397.675,
1611,20111231,2011,32015703,846.609,
1611,20111231,2011,32015703,846.609,
1613,20101231,2010,32037103,526.963,1.711
1613,20111231,2011,32037103,531.632,1.698
1613,20121231,2012,32037103,533.179,1.476
1613,20131231,2013,32037103,502.673,1.413
1613,20141231,2014,32037103,536.409,1.328
1618,20100430,2009,32159105,211.509,
1618,20100430,2009,32159105,211.509,
1618,20110430,2010,32159105,190.04,
1618,20110430,2010,32159105,190.04,
1618,20120430,2011,32159105,203.039,
1618,20120430,2011,32159105,203.039,
1618,20130430,2012,32159105,195.856,
1618,20130430,2012,32159105,195.856,
1618,20140430,2013,32159105,184.948,
1618,20140430,2013,32159105,184.948,
1632,20101031,2010,32654105,4328.831,492.305
1632,20111031,2011,32654105,5277.635,505.57
1632,20121031,2012,32654105,5620.347,512.003
1632,20131031,2013,32654105,6381.75,513.255
1632,20141031,2014,32654105,6859.69,559.686
1633,20100731,2010,32657207,485.776,49.15
1633,20110731,2011,32657207,521.552,63.125
1633,20120731,2012,32657207,557.996,57.23
1633,20130731,2013,32657207,587.784,63.99
1633,20140731,2014,32657207,614.342,73.828
1634,20101231,2010,32681207,23.612,
1634,20111231,2011,32681207,26.192,
1634,20121231,2012,32681207,24.719,
1635,20100630,2010,32744104,241.348,14.782
1635,20110630,2011,32744104,252.645,16.765
1635,20120630,2012,32744104,213.787,13.217
1635,20130630,2013,32744104,215.645,13.607
1650,20101231,2010,34393108,5.788,0.731
1650,20111231,2011,34393108,5.237,0.763
1650,20121231,2012,34393108,3.73,0.75
1650,20131231,2013,34393108,2.789,0.701
1650,20141231,2014,34393108,4.99,0.728
1659,20101231,2010,34164103,1699.39,1.8
1659,20111231,2011,34164103,1734.123,0.8
1659,20121231,2012,34164103,2182.304,1
1659,20131231,2013,34164103,2273.556,
1659,20141231,2014,34164103,2364.692,
1661,20101231,2010,G6359F103,11646.569,
1661,20111231,2011,G6359F103,12912.14,
1661,20121231,2012,G6359F103,12656.022,
1661,20131231,2013,G6359F103,12159.811,45.44
1661,20141231,2014,G6359F103,11879.942,49.698
1676,20100630,2010,57799S939,229.567,
1676,20110630,2011,57799S939,317.172,
1678,20101231,2010,37411105,43425,
1678,20111231,2011,37411105,52051,
1678,20121231,2012,37411105,60737,
1678,20131231,2013,37411105,61637,
1678,20141231,2014,37411105,55952,
1681,20101231,2010,37637105,37.813,0.646
1681,20111231,2011,37637105,28.169,0.935
1681,20121231,2012,37637105,27.171,1.265
1681,20131231,2013,37637105,27.701,-0.075
1681,20141231,2014,37637105,21.68,0.031
1682,20101231,2010,G0471F109,248.189,
1682,20111231,2011,G0471F109,282.996,
1682,20121231,2012,G0471F109,336.707,
1682,20131231,2013,G0471F109,375.254,
1686,20100228,2009,37598109,526.854,6.8
1686,20110228,2010,37598109,515.367,6.3
1686,20120229,2011,37598109,493.104,7.2
1686,20130228,2012,37598109,520.141,6.8
1686,20140228,2013,37598109,565.357,7.8
1689,20101231,2010,03799Y005,9997.153,
1689,20111231,2011,03799Y005,10299.507,
1689,20121231,2012,03799Y005,10507.668,
1689,20131231,2013,03799Y005,11310.648,
1689,20141231,2014,03799Y005,11232.382,
1690,20100930,2010,37833100,75183,1782
1690,20110930,2011,37833100,116371,2429
1690,20120930,2012,37833100,176064,3381
1690,20130930,2013,37833100,207000,4475
1690,20140930,2014,37833100,231839,6041
1704,20101031,2010,38222105,10943.345,1143.521
1704,20111031,2011,38222105,13861,1118
1704,20121031,2012,38222105,12102,1237
1704,20131031,2013,38222105,12043,1320
1704,20141031,2014,38222105,13174,1428
1706,20100831,2010,00508X203,1621.703,14.5
1706,20110831,2011,00508X203,2056.681,17.7
1706,20120831,2012,00508X203,2007.119,22.5
1706,20130831,2013,00508X203,2119.332,21
1706,20140831,2014,00508X203,1856.879,20
1712,20101231,2010,894648104,92.528,
1712,20111231,2011,894648104,110.612,
1712,20121231,2012,894648104,120.376,
1712,20131231,2013,894648104,143.667,
1712,20141231,2014,894648104,232.074,
1715,20101031,2010,38916201,1208.619,
1715,20111031,2011,38916201,1249.145,
1718,20100630,2010,00754B301,0.546,
1718,20110630,2011,00754B301,0.655,
1718,20120630,2012,00754B301,0.559,
1718,20130630,2013,00754B301,0.585,
1718,20140630,2014,00754B301,0.708,
1722,20100630,2010,39483102,31548,56
1722,20110630,2011,39483102,42193,60
1722,20120630,2012,39483102,41553,56
1722,20131231,2013,39483102,43752,59
1722,20141231,2014,39483102,44027,79
1728,20101231,2010,39762109,127.884,0
1728,20111231,2011,39762109,135.063,0
1728,20121231,2012,39762109,90.047,0
1742,20101231,2010,40555005,12241.582,
1742,20111231,2011,40555005,13032.237,
1742,20121231,2012,40555005,13242.542,
1742,20131231,2013,40555005,13381.377,
1742,20141231,2014,40555005,14215.004,
1743,20101231,2010,03937C105,860.951,
1743,20111231,2011,03937C105,916.22,
1743,20121231,2012,03937C105,1034.462,
1743,20131231,2013,03937C105,1017.326,
1743,20141231,2014,03937C105,1127.622,
1745,20101231,2010,29364D001,6751.368,
1745,20111231,2011,29364D001,7212.212,
1745,20121231,2012,29364D001,7819.445,
1745,20131231,2013,29364D001,8034.89,
1745,20141231,2014,29364D001,8807.925,
1773,20101231,2010,42735100,9600.538,0
1773,20111231,2011,42735100,9829.079,0
1773,20121231,2012,42735100,10785.687,0
1773,20131231,2013,42735100,12060.883,0
1773,20141231,2014,42735100,12442.856,0
1783,20101130,2010,43168103,26.778,0.188
1783,20111130,2011,43168103,25.855,0.175
1783,20121130,2012,43168103,31.229,0.125
1783,20131130,2013,43168103,32.768,0.174
1783,20141130,2014,43168103,32.846,0.191
1790,20101231,2010,43420108,6.374,
1790,20111231,2011,43420108,10.872,
1790,20121231,2012,43420108,9.854,
1790,20131231,2013,43420108,9.848,
1790,20141231,2014,43420108,9.288,
1794,20100930,2010,44186104,9531,86
1794,20110930,2011,44186104,12966,89
1794,20120930,2012,44186104,12524,137
1794,20130930,2013,44186104,12088,178
1794,20140930,2014,44186104,10951,114
1820,20100131,2009,04638F108,64.676,4.82
1820,20110131,2010,04638F108,64.999,5.02
1820,20120131,2011,04638F108,67.062,5.243
1820,20130131,2012,04638F108,79.913,3.816
1820,20140131,2013,04638F108,77.964,5.072
1820,20150131,2014,04638F108,74.33,5.802
1823,20101231,2010,46433108,150.888,28.3
1823,20111231,2011,46433108,174.905,36.1
1823,20121231,2012,46433108,211.989,44.9
1823,20131231,2013,46433108,491.271,52.8
1823,20141231,2014,46433108,562.91,76.7
1828,20101231,2010,46789400,10239.8,
1828,20111231,2011,46789400,12453,
1828,20121231,2012,46789400,14315,
1828,20131231,2013,46789400,16010,
1828,20141231,2014,46789400,17689,
1837,20101231,2010,84399X001,7518,
1837,20111231,2011,84399X001,13913,
1837,20121231,2012,84399X001,14141,
1837,20131231,2013,84399X001,14550,
1837,20141231,2014,84399X001,14909,
1858,20101231,2010,15799H931,5318,
1858,20111231,2011,15799H931,5031,
1860,20100930,2010,50095108,1724.44,
1860,20110930,2011,50095108,2375.391,
1860,20120930,2012,50095108,2943.762,
1860,20130930,2013,50095108,3657.266,
1860,20140930,2014,50095108,4507.228,
1864,20100131,2009,761624105,451.505,
1864,20110131,2010,761624105,375.722,
1864,20120131,2011,761624105,438.049,
1864,20130131,2012,761624105,405.33,
1864,20140131,2013,761624105,427.868,
1864,20150131,2014,761624105,456.947,
1868,20101231,2010,04621M300,127.784,
1868,20111231,2011,04621M300,108.042,
1878,20100131,2009,52769106,2447.2,457.5
1878,20110131,2010,52769106,2787.6,496.2
1878,20120131,2011,52769106,3227.8,566.5
1878,20130131,2012,52769106,4308.4,600
1878,20140131,2013,52769106,4595,611.1
1878,20150131,2014,52769106,4913.8,725.2
1891,20100630,2010,53015103,26862.2,513.9
1891,20110630,2011,53015103,34238.3,577.2
1891,20120630,2012,53015103,30815.5,599.9
1891,20130630,2013,53015103,32268.1,654.3
1891,20140630,2014,53015103,32051.7,718
1906,20101231,2010,00234P102,545.451,
1906,20111231,2011,00234P102,409.056,
1906,20121231,2012,00234P102,337.871,
1906,20131231,2013,00234P102,466.728,
1906,20141231,2014,00234P102,668.886,
1913,20101231,2010,53611109,5099.4,95.6
1913,20111231,2011,53611109,4972.7,92.4
1913,20121231,2012,53611109,5105.3,105.1
1913,20131231,2013,53611109,4610.6,96
1913,20141231,2014,53611109,4360.2,102.5
1919,20100630,2010,53807103,7782.382,
1919,20110630,2011,53807103,9905.569,
1919,20120630,2012,53807103,10167.866,
1919,20130630,2013,53807103,10474.68,
1919,20140630,2014,53807103,11255.517,
1920,20101231,2010,54303102,7873.7,72.6
1920,20111231,2011,54303102,7735,77.7
1920,20121231,2012,54303102,7382.5,75.2
1920,20131231,2013,54303102,6492.3,67.2
1920,20141231,2014,54303102,5496.8,62.5
1926,20100228,2009,2474104,381.961,
1926,20110228,2010,2474104,566.524,
1926,20120229,2011,2474104,606.775,
1926,20130228,2012,2474104,694.205,
1926,20140228,2013,2474104,953.253,
1932,20101231,2010,110448107,42882.112,84.656
1932,20111231,2011,110448107,42134.79,125.85
1932,20121231,2012,110448107,44439.167,151.237
1932,20131231,2013,110448107,44552.569,150.823
1932,20141231,2014,110448107,40762.953,115.277
1949,20100930,2010,55645303,186.266,
1949,20100930,2010,55645303,186.266,0
1949,20110930,2011,55645303,191.012,
1949,20110930,2011,55645303,191.012,0
1949,20120930,2012,55645303,385.956,
1949,20120930,2012,55645303,385.956,0
1949,20130930,2013,55645303,549.491,
1949,20130930,2013,55645303,549.491,0
1949,20140930,2014,55645303,734.62,
1949,20140930,2014,55645303,734.62,0
1951,20100831,2010,55665103,12.702,2.429
1951,20110831,2011,55665103,21.94,1.484
1951,20120831,2012,55665103,15.366,2.365
1951,20130831,2013,55665103,14.34,2.282
1951,20140831,2014,55665103,12.249,2.229
1968,20101231,2010,56525108,215.864,7.164
1968,20111231,2011,56525108,218.91,8.086
1968,20121231,2012,56525108,290.453,9.857
1968,20131231,2013,56525108,316.058,10.504
1968,20141231,2014,56525108,341.158,9.496
1974,20101231,2010,57149106,321.065,
1974,20111231,2011,57149106,379.874,
1974,20121231,2012,57149106,373.409,
1976,20101231,2010,57224107,22986,283
1976,20111231,2011,57224107,24847,324
1976,20121231,2012,57224107,26689,337
1976,20131231,2013,57224107,27934,370
1976,20141231,2014,57224107,28827,430
1979,20101231,2010,57665200,228.624,3.19
1979,20111231,2011,57665200,271.717,2.89
1979,20121231,2012,57665200,312.545,3.422
1979,20131231,2013,57665200,376.872,3.622
1979,20141231,2014,57665200,861.271,4.81
1982,20101231,2010,74368L203,837.946,
1982,20101231,2010,74368L203,837.946,
1982,20111231,2011,74368L203,905.294,
1982,20111231,2011,74368L203,905.294,
1982,20121231,2012,74368L203,983.024,
1982,20121231,2012,74368L203,983.024,
1982,20131231,2013,74368L203,1072.27,
1982,20131231,2013,74368L203,1072.27,
1982,20141231,2014,74368L203,1144.247,
1982,20141231,2014,74368L203,1144.247,
1988,20101231,2010,58498106,6927.7,22.2
1988,20111231,2011,58498106,7284.6,22.3
1988,20121231,2012,58498106,7507.1,26.8
1988,20131231,2013,58498106,7819.8,31.2
1988,20141231,2014,58498106,7571,26.6
1995,20101231,2010,210371100,20018.5,
1995,20111231,2011,210371100,19412.6,
2002,20101231,2010,733174700,38722.962,
2002,20101231,2010,733174700,38722.962,
2002,20111231,2011,733174700,37348.432,
2002,20111231,2011,733174700,37348.432,
2002,20121231,2012,733174700,36507.535,
2002,20121231,2012,733174700,36507.535,
2002,20131231,2013,733174700,35749.333,
2002,20131231,2013,733174700,35749.333,
2002,20141231,2014,733174700,33096.695,
2002,20141231,2014,733174700,33096.695,
2005,20101231,2010,62540109,13126.787,
2005,20101231,2010,62540109,13126.787,
2005,20111231,2011,62540109,13846.391,
2005,20111231,2011,62540109,13846.391,
2005,20121231,2012,62540109,13728.372,
