gvkey,datadate,fyear,tic,cusip,exchg,state
1004,20100531,2009,AIR,361105,11,IL
1004,20110531,2010,AIR,361105,11,IL
1004,20120531,2011,AIR,361105,11,IL
1004,20130531,2012,AIR,361105,11,IL
1004,20140531,2013,AIR,361105,11,IL
1013,20100930,2010,ADCT,886309,14,MN
1045,20101231,2010,AAL,02376R102,14,TX
1045,20111231,2011,AAL,02376R102,14,TX
1045,20121231,2012,AAL,02376R102,14,TX
1045,20131231,2013,AAL,02376R102,14,TX
1045,20141231,2014,AAL,02376R102,14,TX
1050,20101231,2010,CECE,125141101,14,TX
1050,20111231,2011,CECE,125141101,14,TX
1050,20121231,2012,CECE,125141101,14,TX
1050,20131231,2013,CECE,125141101,14,TX
1050,20141231,2014,CECE,125141101,14,TX
1062,20101130,2010,ASA,G3156P103,11,CA
1062,20101130,2010,ASA,G3156P103,11,CA
1062,20111130,2011,ASA,G3156P103,11,CA
1062,20111130,2011,ASA,G3156P103,11,CA
1062,20121130,2012,ASA,G3156P103,11,CA
1062,20121130,2012,ASA,G3156P103,11,CA
1062,20131130,2013,ASA,G3156P103,11,CA
1062,20131130,2013,ASA,G3156P103,11,CA
1062,20141130,2014,ASA,G3156P103,11,CA
1062,20141130,2014,ASA,G3156P103,11,CA
1072,20100331,2009,AVX,2444107,11,SC
1072,20110331,2010,AVX,2444107,11,SC
1072,20120331,2011,AVX,2444107,11,SC
1072,20130331,2012,AVX,2444107,11,SC
1072,20140331,2013,AVX,2444107,11,SC
1075,20101231,2010,PNW,723484101,11,AZ
1075,20111231,2011,PNW,723484101,11,AZ
1075,20121231,2012,PNW,723484101,11,AZ
1075,20131231,2013,PNW,723484101,11,AZ
1075,20141231,2014,PNW,723484101,11,AZ
1076,20101231,2010,AAN,2535300,11,GA
1076,20111231,2011,AAN,2535300,11,GA
1076,20121231,2012,AAN,2535300,11,GA
1076,20131231,2013,AAN,2535300,11,GA
1076,20141231,2014,AAN,2535300,11,GA
1078,20101231,2010,ABT,2824100,11,IL
1078,20111231,2011,ABT,2824100,11,IL
1078,20121231,2012,ABT,2824100,11,IL
1078,20131231,2013,ABT,2824100,11,IL
1078,20141231,2014,ABT,2824100,11,IL
1082,20100430,2009,SERV.1,81765M106,14,GA
1082,20110430,2010,SERV.1,81765M106,14,GA
1084,20101231,2010,WDDD,98159J200,19,MA
1084,20111231,2011,WDDD,98159J200,19,MA
1084,20121231,2012,WDDD,98159J200,19,MA
1084,20131231,2013,WDDD,98159J200,19,MA
1084,20141231,2014,WDDD,98159J200,19,MA
1094,20100630,2010,ACET,4446100,14,NY
1094,20110630,2011,ACET,4446100,14,NY
1094,20120630,2012,ACET,4446100,14,NY
1094,20130630,2013,ACET,4446100,14,NY
1094,20140630,2014,ACET,4446100,14,NY
1096,20101231,2010,MRCBF,617577101,19,ON
1096,20111231,2011,MRCBF,617577101,19,ON
1096,20121231,2012,MRCBF,617577101,19,ON
1096,20131231,2013,MRCBF,617577101,19,ON
1096,20141231,2014,MRCBF,617577101,19,ON
1097,20101231,2010,ACMTA,4616207,19,CT
1097,20111231,2011,ACMTA,4616207,19,CT
1097,20121231,2012,ACMTA,4616207,19,CT
1097,20131231,2013,ACMTA,4616207,19,CT
1097,20141231,2014,ACMTA,4616207,19,CT
1104,20101231,2010,ACU,4816104,12,CT
1104,20111231,2011,ACU,4816104,12,CT
1104,20121231,2012,ACU,4816104,12,CT
1104,20131231,2013,ACU,4816104,12,CT
1104,20141231,2014,ACU,4816104,12,CT
1117,20101231,2010,BKTI,09180A100,12,FL
1117,20111231,2011,BKTI,09180A100,12,FL
1117,20121231,2012,BKTI,09180A100,12,FL
1117,20131231,2013,BKTI,09180A100,12,FL
1117,20141231,2014,BKTI,09180A100,12,FL
1119,20101231,2010,ADX,6212104,11,MD
1119,20111231,2011,ADX,6212104,11,MD
1119,20121231,2012,ADX,6212104,11,MD
1119,20131231,2013,ADX,6212104,11,MD
1119,20141231,2014,ADX,6212104,11,MD
1121,20101231,2010,AE,6351308,12,TX
1121,20111231,2011,AE,6351308,12,TX
1121,20121231,2012,AE,6351308,12,TX
1121,20131231,2013,AE,6351308,12,TX
1121,20141231,2014,AE,6351308,12,TX
1161,20101231,2010,AMD,7903107,14,CA
1161,20111231,2011,AMD,7903107,14,CA
1161,20121231,2012,AMD,7903107,14,CA
1161,20131231,2013,AMD,7903107,14,CA
1161,20141231,2014,AMD,7903107,14,CA
1166,20101231,2010,ASMIY,N07045102,19,
1166,20111231,2011,ASMIY,N07045102,19,
1166,20121231,2012,ASMIY,N07045102,19,
1166,20131231,2013,ASMIY,N07045102,19,
1166,20141231,2014,ASMIY,N07045102,19,
1173,20100131,2009,AIM,8015307,12,FL
1173,20110131,2010,AIM,8015307,12,FL
1173,20120131,2011,AIM,8015307,12,FL
1173,20130131,2012,AIM,8015307,12,FL
1177,20101231,2010,AET,00817Y108,11,CT
1177,20101231,2010,AET,00817Y108,11,CT
1177,20111231,2011,AET,00817Y108,11,CT
1177,20111231,2011,AET,00817Y108,11,CT
1177,20121231,2012,AET,00817Y108,11,CT
1177,20121231,2012,AET,00817Y108,11,CT
1177,20131231,2013,AET,00817Y108,11,CT
1177,20131231,2013,AET,00817Y108,11,CT
1177,20141231,2014,AET,00817Y108,11,CT
1177,20141231,2014,AET,00817Y108,11,CT
1186,20101231,2010,AEM,8474108,11,ON
1186,20111231,2011,AEM,8474108,11,ON
1186,20121231,2012,AEM,8474108,11,ON
1186,20131231,2013,AEM,8474108,11,ON
1186,20141231,2014,AEM,8474108,11,ON
1209,20100930,2010,APD,9158106,11,PA
1209,20110930,2011,APD,9158106,11,PA
1209,20120930,2012,APD,9158106,11,PA
1209,20130930,2013,APD,9158106,11,PA
1209,20140930,2014,APD,9158106,11,PA
1210,20100331,2009,AIRT,9207101,14,NC
1210,20110331,2010,AIRT,9207101,14,NC
1210,20120331,2011,AIRT,9207101,14,NC
1210,20130331,2012,AIRT,9207101,14,NC
1210,20140331,2013,AIRT,9207101,14,NC
1224,20101231,2010,EGN1,10284008,0,AL
1224,20111231,2011,EGN1,10284008,0,AL
1224,20121231,2012,EGN1,10284008,0,AL
1224,20131231,2013,EGN1,10284008,0,AL
1224,20140930,2014,EGN1,10284008,0,AL
1225,20101231,2010,SO1,10392009,0,AL
1225,20111231,2011,SO1,10392009,0,AL
1225,20121231,2012,SO1,10392009,0,AL
1225,20131231,2013,SO1,10392009,0,AL
1225,20141231,2014,SO1,10392009,0,AL
1228,20100630,2010,ALAN,11612702,19,AZ
1228,20110630,2011,ALAN,11612702,19,AZ
1228,20120630,2012,ALAN,11612702,19,AZ
1228,20130630,2013,ALAN,11612702,19,AZ
1228,20140630,2014,ALAN,11612702,19,AZ
1230,20101231,2010,ALK,11659109,11,WA
1230,20111231,2011,ALK,11659109,11,WA
1230,20121231,2012,ALK,11659109,11,WA
1230,20131231,2013,ALK,11659109,11,WA
1230,20141231,2014,ALK,11659109,11,WA
1234,20101231,2010,ATRI,49904105,14,TX
1234,20111231,2011,ATRI,49904105,14,TX
1234,20121231,2012,ATRI,49904105,14,TX
1234,20131231,2013,ATRI,49904105,14,TX
1234,20141231,2014,ATRI,49904105,14,TX
1239,20100930,2010,ACV.1,13078100,11,IL
1254,20101231,2010,MATX,57686G105,11,HI
1254,20111231,2011,MATX,57686G105,11,HI
1254,20121231,2012,MATX,57686G105,11,HI
1254,20131231,2013,MATX,57686G105,11,HI
1254,20141231,2014,MATX,57686G105,11,HI
1257,20101231,2010,ALX,14752109,11,NJ
1257,20101231,2010,ALX,14752109,11,NJ
1257,20111231,2011,ALX,14752109,11,NJ
1257,20111231,2011,ALX,14752109,11,NJ
1257,20121231,2012,ALX,14752109,11,NJ
1257,20121231,2012,ALX,14752109,11,NJ
1257,20131231,2013,ALX,14752109,11,NJ
1257,20131231,2013,ALX,14752109,11,NJ
1257,20141231,2014,ALX,14752109,11,NJ
1257,20141231,2014,ALX,14752109,11,NJ
1259,20100731,2010,ACEL,87509Q105,19,CA
1259,20110731,2011,ACEL,87509Q105,19,CA
1259,20120731,2012,ACEL,87509Q105,19,CA
1262,20101231,2010,AGMJF,15644107,19,ON
1262,20111231,2011,AGMJF,15644107,19,ON
1262,20121231,2012,AGMJF,15644107,19,ON
1262,20131231,2013,AGMJF,15644107,19,ON
1262,20141231,2014,AGMJF,15644107,19,ON
1263,20100331,2009,0065A,29666M006,0,ON
1263,20110331,2010,0065A,29666M006,0,ON
1263,20120331,2011,0065A,29666M006,0,ON
1263,20130331,2012,0065A,29666M006,0,ON
1263,20140331,2013,0065A,29666M006,0,ON
1266,20100930,2010,ALCO,16230104,14,FL
1266,20110930,2011,ALCO,16230104,14,FL
1266,20120930,2012,ALCO,16230104,14,FL
1266,20130930,2013,ALCO,16230104,14,FL
1266,20140930,2014,ALCO,16230104,14,FL
1272,20100630,2010,ATPT,16663205,19,NY
1272,20110630,2011,ATPT,16663205,19,NY
1272,20120630,2012,ATPT,16663205,19,NY
1272,20130630,2013,ATPT,16663205,19,NY
1272,20140630,2014,ATPT,16663205,19,NY
1274,20101231,2010,Y,17175100,11,NY
1274,20101231,2010,Y,17175100,11,NY
1274,20111231,2011,Y,17175100,11,NY
1274,20111231,2011,Y,17175100,11,NY
1274,20121231,2012,Y,17175100,11,NY
1274,20121231,2012,Y,17175100,11,NY
1274,20131231,2013,Y,17175100,11,NY
1274,20131231,2013,Y,17175100,11,NY
1274,20141231,2014,Y,17175100,11,NY
1274,20141231,2014,Y,17175100,11,NY
1279,20101231,2010,AYE,17361106,11,PA
1300,20101231,2010,HON,438516106,11,NJ
1300,20111231,2011,HON,438516106,11,NJ
1300,20121231,2012,HON,438516106,11,NJ
1300,20131231,2013,HON,438516106,11,NJ
1300,20141231,2014,HON,438516106,11,NJ
1308,20101231,2010,ALY,19645506,11,TX
1327,20100930,2010,SWKS,83088M102,14,MA
1327,20110930,2011,SWKS,83088M102,14,MA
1327,20120930,2012,SWKS,83088M102,14,MA
1327,20130930,2013,SWKS,83088M102,14,MA
1327,20140930,2014,SWKS,83088M102,14,MA
1331,20101231,2010,APNI,20825600,19,NJ
1331,20111231,2011,APNI,20825600,19,NJ
1331,20121231,2012,APNI,20825600,19,NJ
1352,20121231,2012,GYLD,04273H104,17,MD
1352,20131231,2013,GYLD,04273H104,17,MD
1352,20141231,2014,GYLD,04273H104,17,MD
1356,20101231,2010,AA.3,13817507,11,NY
1356,20111231,2011,AA.3,13817507,11,NY
1356,20121231,2012,AA.3,13817507,11,NY
1356,20131231,2013,AA.3,13817507,11,NY
1356,20141231,2014,AA.3,13817507,11,NY
1367,20101231,2010,3AMBEQ,23184203,13,CO
1367,20111231,2011,3AMBEQ,23184203,13,CO
1380,20101231,2010,HES,42809H107,11,NY
1380,20111231,2011,HES,42809H107,11,NY
1380,20121231,2012,HES,42809H107,11,NY
1380,20131231,2013,HES,42809H107,11,NY
1380,20141231,2014,HES,42809H107,11,NY
1382,20101231,2010,LCC,90341W108,11,AZ
1382,20111231,2011,LCC,90341W108,11,AZ
1382,20121231,2012,LCC,90341W108,11,AZ
1388,20101231,2010,AMR1,23771009,0,TX
1388,20111231,2011,AMR1,23771009,0,TX
1388,20121231,2012,AMR1,23771009,0,TX
1388,20131231,2013,AMR1,23771009,0,TX
1388,20141231,2014,AMR1,23771009,0,TX
1393,20100331,2009,UHAL,23586100,14,NV
1393,20110331,2010,UHAL,23586100,14,NV
1393,20120331,2011,UHAL,23586100,14,NV
1393,20130331,2012,UHAL,23586100,14,NV
1393,20140331,2013,UHAL,23586100,14,NV
1397,20101231,2010,ABLT,24591406,19,MA
1397,20111231,2011,ABLT,24591406,19,MA
1397,20121231,2012,ABLT,24591406,19,MA
1397,20131231,2013,ABLT,24591406,19,MA
1397,20141231,2014,ABLT,24591406,19,MA
1408,20101231,2010,BEAM,73730103,11,IL
1408,20111231,2011,BEAM,73730103,11,IL
1408,20121231,2012,BEAM,73730103,11,IL
1408,20131231,2013,BEAM,73730103,11,IL
1410,20101031,2010,ABM,957100,11,NY
1410,20111031,2011,ABM,957100,11,NY
1410,20121031,2012,ABM,957100,11,NY
1410,20131031,2013,ABM,957100,11,NY
1410,20141031,2014,ABM,957100,11,NY
1414,20101231,2010,PRI,74164M108,11,GA
1414,20101231,2010,PRI,74164M108,11,GA
1414,20111231,2011,PRI,74164M108,11,GA
1414,20111231,2011,PRI,74164M108,11,GA
1414,20121231,2012,PRI,74164M108,11,GA
1414,20121231,2012,PRI,74164M108,11,GA
1414,20131231,2013,PRI,74164M108,11,GA
1414,20131231,2013,PRI,74164M108,11,GA
1414,20141231,2014,PRI,74164M108,11,GA
1414,20141231,2014,PRI,74164M108,11,GA
1417,20100630,2010,VBF,46132L107,11,GA
1417,20110630,2011,VBF,46132L107,11,GA
1417,20120630,2012,VBF,46132L107,11,GA
1417,20130630,2013,VBF,46132L107,11,GA
1417,20140630,2014,VBF,46132L107,11,GA
1429,20100831,2010,2388B,25303108,1,MN
1429,20110831,2011,2388B,25303108,1,MN
1429,20120831,2012,2388B,25303108,1,MN
1429,20130831,2013,2388B,25303108,1,MN
1439,20101231,2010,ECOL,91732J102,14,ID
1439,20111231,2011,ECOL,91732J102,14,ID
1439,20121231,2012,ECOL,91732J102,14,ID
1439,20131231,2013,ECOL,91732J102,14,ID
1439,20141231,2014,ECOL,91732J102,14,ID
1440,20101231,2010,AEP,25537101,11,OH
1440,20111231,2011,AEP,25537101,11,OH
1440,20121231,2012,AEP,25537101,11,OH
1440,20131231,2013,AEP,25537101,11,OH
1440,20141231,2014,AEP,25537101,11,OH
1447,20101231,2010,AXP,25816109,11,NY
1447,20101231,2010,AXP,25816109,11,NY
1447,20111231,2011,AXP,25816109,11,NY
1447,20111231,2011,AXP,25816109,11,NY
1447,20121231,2012,AXP,25816109,11,NY
1447,20121231,2012,AXP,25816109,11,NY
1447,20131231,2013,AXP,25816109,11,NY
1447,20131231,2013,AXP,25816109,11,NY
1447,20141231,2014,AXP,25816109,11,NY
1447,20141231,2014,AXP,25816109,11,NY
1448,20101231,2010,AXP1,25818006,0,NY
1448,20111231,2011,AXP1,25818006,0,NY
1448,20121231,2012,AXP1,25818006,0,NY
1448,20131231,2013,AXP1,25818006,0,NY
1448,20141231,2014,AXP1,25818006,0,NY
1449,20101231,2010,AFL,1055102,11,GA
1449,20101231,2010,AFL,1055102,11,GA
1449,20111231,2011,AFL,1055102,11,GA
1449,20111231,2011,AFL,1055102,11,GA
1449,20121231,2012,AFL,1055102,11,GA
1449,20121231,2012,AFL,1055102,11,GA
1449,20131231,2013,AFL,1055102,11,GA
1449,20131231,2013,AFL,1055102,11,GA
1449,20141231,2014,AFL,1055102,11,GA
1449,20141231,2014,AFL,1055102,11,GA
1468,20100228,2009,AM.1,26375105,11,OH
1468,20110228,2010,AM.1,26375105,11,OH
1468,20120229,2011,AM.1,26375105,11,OH
1468,20130228,2012,AM.1,26375105,11,OH
1487,20101231,2010,AIG,26874784,11,NY
1487,20101231,2010,AIG,26874784,11,NY
1487,20111231,2011,AIG,26874784,11,NY
1487,20111231,2011,AIG,26874784,11,NY
1487,20121231,2012,AIG,26874784,11,NY
1487,20121231,2012,AIG,26874784,11,NY
1487,20131231,2013,AIG,26874784,11,NY
1487,20131231,2013,AIG,26874784,11,NY
1487,20141231,2014,AIG,26874784,11,NY
1487,20141231,2014,AIG,26874784,11,NY
1491,20101231,2010,HAIPF,M52514102,19,
1491,20111231,2011,HAIPF,M52514102,19,
1491,20121231,2012,HAIPF,M52514102,19,
1491,20131231,2013,HAIPF,M52514102,19,
1491,20141231,2014,HAIPF,M52514102,19,
1496,20101231,2010,ALGI,27284108,19,NV
1496,20111231,2011,ALGI,27284108,19,NV
1496,20121231,2012,ALGI,27284108,19,NV
1496,20131231,2013,ALGI,27284108,19,NV
1507,20121231,2012,HYEM,92189F353,17,NY
1507,20131231,2013,HYEM,92189F353,17,NY
1507,20141231,2014,HYEM,92189F353,17,NY
1511,20100831,2010,TEEE.,38168R108,19,GA
1511,20110831,2011,TEEE.,38168R108,19,GA
1511,20120831,2012,TEEE.,38168R108,19,GA
1511,20130831,2013,TEEE.,38168R108,19,GA
1523,20101231,2010,AMAC,27904101,14,NY
1526,20101231,2010,ANAT,28591105,14,TX
1526,20101231,2010,ANAT,28591105,14,TX
1526,20111231,2011,ANAT,28591105,14,TX
1526,20111231,2011,ANAT,28591105,14,TX
1526,20121231,2012,ANAT,28591105,14,TX
1526,20121231,2012,ANAT,28591105,14,TX
1526,20131231,2013,ANAT,28591105,14,TX
1526,20131231,2013,ANAT,28591105,14,TX
1526,20141231,2014,ANAT,28591105,14,TX
1526,20141231,2014,ANAT,28591105,14,TX
1533,20100930,2010,APFC,28740108,14,UT
1533,20110930,2011,APFC,28740108,14,UT
1533,20120930,2012,APFC,28740108,14,UT
1533,20130930,2013,APFC,28740108,14,UT
1545,20101231,2010,ARL,29174109,11,TX
1545,20101231,2010,ARL,29174109,11,TX
1545,20111231,2011,ARL,29174109,11,TX
1545,20111231,2011,ARL,29174109,11,TX
1545,20121231,2012,ARL,29174109,11,TX
1545,20121231,2012,ARL,29174109,11,TX
1545,20131231,2013,ARL,29174109,11,TX
1545,20131231,2013,ARL,29174109,11,TX
1545,20141231,2014,ARL,29174109,11,TX
1545,20141231,2014,ARL,29174109,11,TX
1554,20100331,2009,ASEI,29429107,14,MA
1554,20110331,2010,ASEI,29429107,14,MA
1554,20120331,2011,ASEI,29429107,14,MA
1554,20130331,2012,ASEI,29429107,14,MA
1554,20140331,2013,ASEI,29429107,14,MA
1559,20101231,2010,AMS,29595105,12,CA
1559,20111231,2011,AMS,29595105,12,CA
1559,20121231,2012,AMS,29595105,12,CA
1559,20131231,2013,AMS,29595105,12,CA
1559,20141231,2014,AMS,29595105,12,CA
1562,20100430,2009,AMSWA,29683109,14,GA
1562,20110430,2010,AMSWA,29683109,14,GA
1562,20120430,2011,AMSWA,29683109,14,GA
1562,20130430,2012,AMSWA,29683109,14,GA
1562,20140430,2013,AMSWA,29683109,14,GA
1585,20101231,2010,AVD,30371108,11,CA
1585,20111231,2011,AVD,30371108,11,CA
1585,20121231,2012,AVD,30371108,11,CA
1585,20131231,2013,AVD,30371108,11,CA
1585,20141231,2014,AVD,30371108,11,CA
1593,20101130,2010,AMN.2,30710107,11,CA
1598,20101231,2010,AME,31100100,11,PA
1598,20111231,2011,AME,31100100,11,PA
1598,20121231,2012,AME,31100100,11,PA
1598,20131231,2013,AME,31100100,11,PA
1598,20141231,2014,AME,31100100,11,PA
1602,20101231,2010,AMGN,31162100,14,CA
1602,20111231,2011,AMGN,31162100,14,CA
1602,20121231,2012,AMGN,31162100,14,CA
1602,20131231,2013,AMGN,31162100,14,CA
1602,20141231,2014,AMGN,31162100,14,CA
1611,20101231,2010,AMPLQ,32015703,19,
1611,20101231,2010,AMPLQ,32015703,19,
1611,20111231,2011,AMPLQ,32015703,19,
1611,20111231,2011,AMPLQ,32015703,19,
1613,20101231,2010,AP,32037103,11,PA
1613,20111231,2011,AP,32037103,11,PA
1613,20121231,2012,AP,32037103,11,PA
1613,20131231,2013,AP,32037103,11,PA
1613,20141231,2014,AP,32037103,11,PA
1618,20100430,2009,AXR,32159105,11,PA
1618,20100430,2009,AXR,32159105,11,PA
1618,20110430,2010,AXR,32159105,11,PA
1618,20110430,2010,AXR,32159105,11,PA
1618,20120430,2011,AXR,32159105,11,PA
1618,20120430,2011,AXR,32159105,11,PA
1618,20130430,2012,AXR,32159105,11,PA
1618,20130430,2012,AXR,32159105,11,PA
1618,20140430,2013,AXR,32159105,11,PA
1618,20140430,2013,AXR,32159105,11,PA
1632,20101031,2010,ADI,32654105,14,MA
1632,20111031,2011,ADI,32654105,14,MA
1632,20121031,2012,ADI,32654105,14,MA
1632,20131031,2013,ADI,32654105,14,MA
1632,20141031,2014,ADI,32654105,14,MA
1633,20100731,2010,ALOG,32657207,14,MA
1633,20110731,2011,ALOG,32657207,14,MA
1633,20120731,2012,ALOG,32657207,14,MA
1633,20130731,2013,ALOG,32657207,14,MA
1633,20140731,2014,ALOG,32657207,14,MA
1634,20101231,2010,ANLY,32681207,14,MN
1634,20111231,2011,ANLY,32681207,14,MN
1634,20121231,2012,ANLY,32681207,14,MN
1635,20100630,2010,ANEN,32744104,14,NY
1635,20110630,2011,ANEN,32744104,14,NY
1635,20120630,2012,ANEN,32744104,14,NY
1635,20130630,2013,ANEN,32744104,14,NY
1650,20101231,2010,ANDR,34393108,19,NY
1650,20111231,2011,ANDR,34393108,19,NY
1650,20121231,2012,ANDR,34393108,19,NY
1650,20131231,2013,ANDR,34393108,19,NY
1650,20141231,2014,ANDR,34393108,19,NY
1659,20101231,2010,ANDE,34164103,14,OH
1659,20111231,2011,ANDE,34164103,14,OH
1659,20121231,2012,ANDE,34164103,14,OH
1659,20131231,2013,ANDE,34164103,14,OH
1659,20141231,2014,ANDE,34164103,14,OH
1661,20101231,2010,NBR,G6359F103,11,
1661,20111231,2011,NBR,G6359F103,11,
1661,20121231,2012,NBR,G6359F103,11,
1661,20131231,2013,NBR,G6359F103,11,
1661,20141231,2014,NBR,G6359F103,11,
1676,20100630,2010,MXLP,57799S939,11,CT
1676,20110630,2011,MXLP,57799S939,11,CT
1678,20101231,2010,APA,37411105,11,TX
1678,20111231,2011,APA,37411105,11,TX
1678,20121231,2012,APA,37411105,11,TX
1678,20131231,2013,APA,37411105,11,TX
1678,20141231,2014,APA,37411105,11,TX
1681,20101231,2010,ASOE,37637105,19,
1681,20111231,2011,ASOE,37637105,19,
1681,20121231,2012,ASOE,37637105,19,
1681,20131231,2013,ASOE,37637105,19,
1681,20141231,2014,ASOE,37637105,19,
1682,20101231,2010,APAGF,G0471F109,14,OK
1682,20111231,2011,APAGF,G0471F109,14,OK
1682,20121231,2012,APAGF,G0471F109,14,OK
1682,20131231,2013,APAGF,G0471F109,14,OK
1686,20100228,2009,APOG,37598109,14,MN
1686,20110228,2010,APOG,37598109,14,MN
1686,20120229,2011,APOG,37598109,14,MN
1686,20130228,2012,APOG,37598109,14,MN
1686,20140228,2013,APOG,37598109,14,MN
1689,20101231,2010,AEP1,03799Y005,0,OH
1689,20111231,2011,AEP1,03799Y005,0,OH
1689,20121231,2012,AEP1,03799Y005,0,OH
1689,20131231,2013,AEP1,03799Y005,0,OH
1689,20141231,2014,AEP1,03799Y005,0,OH
1690,20100930,2010,AAPL,37833100,14,CA
1690,20110930,2011,AAPL,37833100,14,CA
1690,20120930,2012,AAPL,37833100,14,CA
1690,20130930,2013,AAPL,37833100,14,CA
1690,20140930,2014,AAPL,37833100,14,CA
1704,20101031,2010,AMAT,38222105,14,CA
1704,20111031,2011,AMAT,38222105,14,CA
1704,20121031,2012,AMAT,38222105,14,CA
1704,20131031,2013,AMAT,38222105,14,CA
1704,20141031,2014,AMAT,38222105,14,CA
1706,20100831,2010,ATU,00508X203,11,WI
1706,20110831,2011,ATU,00508X203,11,WI
1706,20120831,2012,ATU,00508X203,11,WI
1706,20130831,2013,ATU,00508X203,11,WI
1706,20140831,2014,ATU,00508X203,11,WI
1712,20101231,2010,TREC,894648104,11,TX
1712,20111231,2011,TREC,894648104,11,TX
1712,20121231,2012,TREC,894648104,11,TX
1712,20131231,2013,TREC,894648104,11,TX
1712,20141231,2014,TREC,894648104,11,TX
1715,20101031,2010,AROBF,38916201,19,ON
1715,20111031,2011,AROBF,38916201,19,ON
1718,20100630,2010,AOXY,00754B301,19,VT
1718,20110630,2011,AOXY,00754B301,19,VT
1718,20120630,2012,AOXY,00754B301,19,VT
1718,20130630,2013,AOXY,00754B301,19,VT
1718,20140630,2014,AOXY,00754B301,19,VT
1722,20100630,2010,ADM,39483102,11,IL
1722,20110630,2011,ADM,39483102,11,IL
1722,20120630,2012,ADM,39483102,11,IL
1722,20131231,2013,ADM,39483102,11,IL
1722,20141231,2014,ADM,39483102,11,IL
1728,20101231,2010,ARDNA,39762109,14,CA
1728,20111231,2011,ARDNA,39762109,14,CA
1728,20121231,2012,ARDNA,39762109,14,CA
1742,20101231,2010,PNW1,40555005,0,AZ
1742,20111231,2011,PNW1,40555005,0,AZ
1742,20121231,2012,PNW1,40555005,0,AZ
1742,20131231,2013,PNW1,40555005,0,AZ
1742,20141231,2014,PNW1,40555005,0,AZ
1743,20101231,2010,ARCB,03937C105,14,AR
1743,20111231,2011,ARCB,03937C105,14,AR
1743,20121231,2012,ARCB,03937C105,14,AR
1743,20131231,2013,ARCB,03937C105,14,AR
1743,20141231,2014,ARCB,03937C105,14,AR
1745,20101231,2010,ETR1,29364D001,0,AR
1745,20111231,2011,ETR1,29364D001,0,AR
1745,20121231,2012,ETR1,29364D001,0,AR
1745,20131231,2013,ETR1,29364D001,0,AR
1745,20141231,2014,ETR1,29364D001,0,AR
1773,20101231,2010,ARW,42735100,11,CO
1773,20111231,2011,ARW,42735100,11,CO
1773,20121231,2012,ARW,42735100,11,CO
1773,20131231,2013,ARW,42735100,11,CO
1773,20141231,2014,ARW,42735100,11,CO
1783,20101130,2010,ARTW,43168103,14,IA
1783,20111130,2011,ARTW,43168103,14,IA
1783,20121130,2012,ARTW,43168103,14,IA
1783,20131130,2013,ARTW,43168103,14,IA
1783,20141130,2014,ARTW,43168103,14,IA
1790,20101231,2010,AB.H,43420108,9,QC
1790,20111231,2011,AB.H,43420108,9,QC
1790,20121231,2012,AB.H,43420108,9,QC
1790,20131231,2013,AB.H,43420108,9,QC
1790,20141231,2014,AB.H,43420108,9,QC
1794,20100930,2010,ASH,44186104,11,KY
1794,20110930,2011,ASH,44186104,11,KY
1794,20120930,2012,ASH,44186104,11,KY
1794,20130930,2013,ASH,44186104,11,KY
1794,20140930,2014,ASH,44186104,11,KY
1820,20100131,2009,ALOT,04638F108,14,RI
1820,20110131,2010,ALOT,04638F108,14,RI
1820,20120131,2011,ALOT,04638F108,14,RI
1820,20130131,2012,ALOT,04638F108,14,RI
1820,20140131,2013,ALOT,04638F108,14,RI
1820,20150131,2014,ALOT,04638F108,14,RI
1823,20101231,2010,ATRO,46433108,14,NY
1823,20111231,2011,ATRO,46433108,14,NY
1823,20121231,2012,ATRO,46433108,14,NY
1823,20131231,2013,ATRO,46433108,14,NY
1823,20141231,2014,ATRO,46433108,14,NY
1828,20101231,2010,ACLLF,46789400,19,AB
1828,20111231,2011,ACLLF,46789400,19,AB
1828,20121231,2012,ACLLF,46789400,19,AB
1828,20131231,2013,ACLLF,46789400,19,AB
1828,20141231,2014,ACLLF,46789400,19,AB
1837,20101231,2010,SO7,84399X001,0,GA
1837,20111231,2011,SO7,84399X001,0,GA
1837,20121231,2012,SO7,84399X001,0,GA
1837,20131231,2013,SO7,84399X001,0,GA
1837,20141231,2014,SO7,84399X001,0,GA
1858,20101231,2010,CEVL,15799H931,11,
1858,20111231,2011,CEVL,15799H931,11,
1860,20100930,2010,ATW,50095108,11,TX
1860,20110930,2011,ATW,50095108,11,TX
1860,20120930,2012,ATW,50095108,11,TX
1860,20130930,2013,ATW,50095108,11,TX
1860,20140930,2014,ATW,50095108,11,TX
1864,20100131,2009,REX,761624105,11,OH
1864,20110131,2010,REX,761624105,11,OH
1864,20120131,2011,REX,761624105,11,OH
1864,20130131,2012,REX,761624105,11,OH
1864,20140131,2013,REX,761624105,11,OH
1864,20150131,2014,REX,761624105,11,OH
1868,20101231,2010,ASAM,04621M300,19,GA
1868,20111231,2011,ASAM,04621M300,19,GA
1878,20100131,2009,ADSK,52769106,14,CA
1878,20110131,2010,ADSK,52769106,14,CA
1878,20120131,2011,ADSK,52769106,14,CA
1878,20130131,2012,ADSK,52769106,14,CA
1878,20140131,2013,ADSK,52769106,14,CA
1878,20150131,2014,ADSK,52769106,14,CA
1891,20100630,2010,ADP,53015103,14,NJ
