gvkey,datadate,fyear,tic,cusip,exchg,state
3647,20130430,2012,CULP,230215105,11,NC
3647,20140430,2013,CULP,230215105,11,NC
3650,20101231,2010,CMI,231021106,11,IN
3650,20111231,2011,CMI,231021106,11,IN
3650,20121231,2012,CMI,231021106,11,IN
3650,20131231,2013,CMI,231021106,11,IN
3650,20141231,2014,CMI,231021106,11,IN
3662,20101231,2010,CW,231561101,11,NC
3662,20111231,2011,CW,231561101,11,NC
3662,20121231,2012,CW,231561101,11,NC
3662,20131231,2013,CW,231561101,11,NC
3662,20141231,2014,CW,231561101,11,NC
3691,20101231,2010,GTBP,36254L100,19,DC
3691,20111231,2011,GTBP,36254L100,19,DC
3691,20121231,2012,GTBP,36254L100,19,DC
3691,20131231,2013,GTBP,36254L100,19,DC
3691,20141231,2014,GTBP,36254L100,19,DC
3707,20101231,2010,DST,233326107,11,MO
3707,20111231,2011,DST,233326107,11,MO
3707,20121231,2012,DST,233326107,11,MO
3707,20131231,2013,DST,233326107,11,MO
3707,20141231,2014,DST,233326107,11,MO
3708,20101231,2010,WEN,95058W100,14,OH
3708,20111231,2011,WEN,95058W100,14,OH
3708,20121231,2012,WEN,95058W100,14,OH
3708,20131231,2013,WEN,95058W100,14,OH
3708,20141231,2014,WEN,95058W100,14,OH
3734,20101231,2010,DAN,235825205,11,OH
3734,20111231,2011,DAN,235825205,11,OH
3734,20121231,2012,DAN,235825205,11,OH
3734,20131231,2013,DAN,235825205,11,OH
3734,20141231,2014,DAN,235825205,11,OH
3735,20101231,2010,DHR,235851102,11,DC
3735,20111231,2011,DHR,235851102,11,DC
3735,20121231,2012,DHR,235851102,11,DC
3735,20131231,2013,DHR,235851102,11,DC
3735,20141231,2014,DHR,235851102,11,DC
3761,20101231,2010,DAIO,237690102,14,WA
3761,20111231,2011,DAIO,237690102,14,WA
3761,20121231,2012,DAIO,237690102,14,WA
3761,20131231,2013,DAIO,237690102,14,WA
3761,20141231,2014,DAIO,237690102,14,WA
3785,20100430,2009,DRAM.1,23899E931,14,NJ
3785,20110430,2010,DRAM.1,23899E931,14,NJ
3785,20120430,2011,DRAM.1,23899E931,14,NJ
3785,20130430,2012,DRAM.1,23899E931,14,NJ
3785,20140430,2013,DRAM.1,23899E931,14,NJ
3801,20101231,2010,7183B,238532105,1,OH
3801,20111231,2011,7183B,238532105,1,OH
3801,20121231,2012,7183B,238532105,1,OH
3801,20131231,2013,7183B,238532105,1,OH
3801,20141231,2014,7183B,238532105,1,OH
3806,20100930,2010,DWSN,239360100,14,TX
3806,20110930,2011,DWSN,239360100,14,TX
3806,20120930,2012,DWSN,239360100,14,TX
3806,20130930,2013,DWSN,239360100,14,TX
3806,20140930,2014,DWSN,239360100,14,TX
3807,20101231,2010,DXR,239467103,12,NY
3807,20111231,2011,DXR,239467103,12,NY
3813,20100131,2009,TGT,8.76E+110,11,MN
3813,20110131,2010,TGT,8.76E+110,11,MN
3813,20120131,2011,TGT,8.76E+110,11,MN
3813,20130131,2012,TGT,8.76E+110,11,MN
3813,20140131,2013,TGT,8.76E+110,11,MN
3813,20150131,2014,TGT,8.76E+110,11,MN
3814,20101231,2010,AES5,23399M003,0,OH
3814,20111231,2011,AES5,23399M003,0,OH
3814,20121231,2012,AES5,23399M003,0,OH
3814,20131231,2013,AES5,23399M003,0,OH
3814,20141231,2014,AES5,23399M003,0,OH
3819,20110930,2011,7413B,241496108,1,PA
3820,20101231,2010,VIEWF,G9363W104,19,
3820,20111231,2011,VIEWF,G9363W104,19,
3820,20121231,2012,VIEWF,G9363W104,19,
3820,20131231,2013,VIEWF,G9363W104,19,
3835,20101031,2010,DE,244199105,11,IL
3835,20111031,2011,DE,244199105,11,IL
3835,20121031,2012,DE,244199105,11,IL
3835,20131031,2013,DE,244199105,11,IL
3835,20141031,2014,DE,244199105,11,IL
3836,20101031,2010,DE1,244217006,0,NV
3836,20111031,2011,DE1,244217006,0,NV
3836,20121031,2012,DE1,244217006,0,NV
3836,20131031,2013,DE1,244217006,0,NV
3836,20141031,2014,DE1,244217006,0,NV
3839,20100731,2010,DGTC,23328R206,19,NY
3839,20110731,2011,DGTC,23328R206,19,NY
3839,20120731,2012,DGTC,23328R206,19,NY
3839,20130731,2013,DGTC,23328R206,19,NY
3839,20140731,2014,DGTC,23328R206,19,NY
3842,20101231,2010,DVLN,233347202,19,NY
3842,20111231,2011,DVLN,233347202,19,NY
3842,20121231,2012,DVLN,233347202,19,NY
3842,20131231,2013,DVLN,233347202,19,NY
3842,20141231,2014,DVLN,233347202,19,NY
3851,20101231,2010,DAL,247361702,11,GA
3851,20111231,2011,DAL,247361702,11,GA
3851,20121231,2012,DAL,247361702,11,GA
3851,20131231,2013,DAL,247361702,11,GA
3851,20141231,2014,DAL,247361702,11,GA
3855,20100630,2010,DGAS,247748106,14,KY
3855,20110630,2011,DGAS,247748106,14,KY
3855,20120630,2012,DGAS,247748106,14,KY
3855,20130630,2013,DGAS,247748106,14,KY
3855,20140630,2014,DGAS,247748106,14,KY
3863,20101231,2010,DLX,248019101,11,MN
3863,20111231,2011,DLX,248019101,11,MN
3863,20121231,2012,DLX,248019101,11,MN
3863,20131231,2013,DLX,248019101,11,MN
3863,20141231,2014,DLX,248019101,11,MN
3895,20101231,2010,DTRX,250685104,19,OH
3895,20111231,2011,DTRX,250685104,19,OH
3895,20121231,2012,DTRX,250685104,19,OH
3895,20131231,2013,DTRX,250685104,19,OH
3895,20141231,2014,DTRX,250685104,19,OH
3897,20101231,2010,DTE,233331107,11,MI
3897,20111231,2011,DTE,233331107,11,MI
3897,20121231,2012,DTE,233331107,11,MI
3897,20131231,2013,DTE,233331107,11,MI
3897,20141231,2014,DTE,233331107,11,MI
3905,20100630,2010,ATGE,00737L103,11,IL
3905,20110630,2011,ATGE,00737L103,11,IL
3905,20120630,2012,ATGE,00737L103,11,IL
3905,20130630,2013,ATGE,00737L103,11,IL
3905,20140630,2014,ATGE,00737L103,11,IL
3908,20100630,2010,DEWY,252063102,19,NJ
3908,20110630,2011,DEWY,252063102,19,NJ
3908,20120630,2012,DEWY,252063102,19,NJ
3908,20130630,2013,DEWY,252063102,19,NJ
3908,20140630,2014,DEWY,252063102,19,NJ
3937,20100331,2009,PYX,74737V106,11,NC
3937,20110331,2010,PYX,74737V106,11,NC
3937,20120331,2011,PYX,74737V106,11,NC
3937,20130331,2012,PYX,74737V106,11,NC
3937,20140331,2013,PYX,74737V106,11,NC
3946,20101231,2010,DBD,253651103,11,OH
3946,20111231,2011,DBD,253651103,11,OH
3946,20121231,2012,DBD,253651103,11,OH
3946,20131231,2013,DBD,253651103,11,OH
3946,20141231,2014,DBD,253651103,11,OH
3962,20101231,2010,NSYS,656553104,14,MN
3962,20111231,2011,NSYS,656553104,14,MN
3962,20121231,2012,NSYS,656553104,14,MN
3962,20131231,2013,NSYS,656553104,14,MN
3962,20141231,2014,NSYS,656553104,14,MN
3964,20100131,2009,DDS,254067101,11,AR
3964,20110131,2010,DDS,254067101,11,AR
3964,20120131,2011,DDS,254067101,11,AR
3964,20130131,2012,DDS,254067101,11,AR
3964,20140131,2013,DDS,254067101,11,AR
3964,20150131,2014,DDS,254067101,11,AR
3969,20101231,2010,DIOD,254543101,14,TX
3969,20111231,2011,DIOD,254543101,14,TX
3969,20121231,2012,DIOD,254543101,14,TX
3969,20131231,2013,DIOD,254543101,14,TX
3969,20141231,2014,DIOD,254543101,14,TX
3971,20100630,2010,DNEX,254546104,14,CA
3972,20101231,2010,DION,254547102,19,
3972,20111231,2011,DION,254547102,19,
3980,20100930,2010,DIS,254687106,11,CA
3980,20110930,2011,DIS,254687106,11,CA
3980,20120930,2012,DIS,254687106,11,CA
3980,20130930,2013,DIS,254687106,11,CA
3980,20140930,2014,DIS,254687106,11,CA
4001,20101231,2010,DXYN,255519100,14,GA
4001,20111231,2011,DXYN,255519100,14,GA
4001,20121231,2012,DXYN,255519100,14,GA
4001,20131231,2013,DXYN,255519100,14,GA
4001,20141231,2014,DXYN,255519100,14,GA
4016,20100131,2009,DG,256677105,11,TN
4016,20110131,2010,DG,256677105,11,TN
4016,20120131,2011,DG,256677105,11,TN
4016,20130131,2012,DG,256677105,11,TN
4016,20140131,2013,DG,256677105,11,TN
4016,20150131,2014,DG,256677105,11,TN
4019,20101231,2010,WFSTF,958211203,19,BC
4019,20111231,2011,WFSTF,958211203,19,BC
4019,20121231,2012,WFSTF,958211203,19,BC
4019,20131231,2013,WFSTF,958211203,19,BC
4019,20141231,2014,WFSTF,958211203,19,BC
4029,20101231,2010,D,25746U109,11,VA
4029,20111231,2011,D,25746U109,11,VA
4029,20121231,2012,D,25746U109,11,VA
4029,20131231,2013,D,25746U109,11,VA
4029,20141231,2014,D,25746U109,11,VA
4036,20100731,2010,DCI,257651109,11,MN
4036,20110731,2011,DCI,257651109,11,MN
4036,20120731,2012,DCI,257651109,11,MN
4036,20130731,2013,DCI,257651109,11,MN
4036,20140731,2014,DCI,257651109,11,MN
4040,20101231,2010,RRD,257867200,11,IL
4040,20111231,2011,RRD,257867200,11,IL
4040,20121231,2012,RRD,257867200,11,IL
4040,20131231,2013,RRD,257867200,11,IL
4040,20141231,2014,RRD,257867200,11,IL
4045,20101231,2010,DMLP,25820R105,14,TX
4045,20111231,2011,DMLP,25820R105,14,TX
4045,20121231,2012,DMLP,25820R105,14,TX
4045,20131231,2013,DMLP,25820R105,14,TX
4045,20141231,2014,DMLP,25820R105,14,TX
4051,20100630,2010,WNEA,973146103,19,MN
4052,20101231,2010,ESCRQ,296064108,19,CO
4052,20111231,2011,ESCRQ,296064108,19,CO
4052,20121231,2012,ESCRQ,296064108,19,CO
4052,20131231,2013,ESCRQ,296064108,19,CO
4052,20141231,2014,ESCRQ,296064108,19,CO
4058,20101231,2010,DOV,260003108,11,IL
4058,20111231,2011,DOV,260003108,11,IL
4058,20121231,2012,DOV,260003108,11,IL
4058,20131231,2013,DOV,260003108,11,IL
4058,20141231,2014,DOV,260003108,11,IL
4060,20101231,2010,DWDP,26078J100,11,MI
4060,20111231,2011,DWDP,26078J100,11,MI
4060,20121231,2012,DWDP,26078J100,11,MI
4060,20131231,2013,DWDP,26078J100,11,MI
4060,20141231,2014,DWDP,26078J100,11,MI
4066,20101231,2010,OMC,681919106,11,NY
4066,20111231,2011,OMC,681919106,11,NY
4066,20121231,2012,OMC,681919106,11,NY
4066,20131231,2013,OMC,681919106,11,NY
4066,20141231,2014,OMC,681919106,11,NY
4072,20100731,2010,ASNA,04351G101,14,NJ
4072,20110731,2011,ASNA,04351G101,14,NJ
4072,20120731,2012,ASNA,04351G101,14,NJ
4072,20130731,2013,ASNA,04351G101,14,NJ
4072,20140731,2014,ASNA,04351G101,14,NJ
4077,20100331,2009,LCRD,51807U101,14,CA
4087,20101231,2010,DD,263534109,11,DE
4087,20111231,2011,DD,263534109,11,DE
4087,20121231,2012,DD,263534109,11,DE
4087,20131231,2013,DD,263534109,11,DE
4087,20141231,2014,DD,263534109,11,DE
4090,20100131,2009,ALCSQ,1600105,19,TX
4090,20110131,2010,ALCSQ,1600105,19,TX
4090,20120131,2011,ALCSQ,1600105,19,TX
4090,20130131,2012,ALCSQ,1600105,19,TX
4090,20140131,2013,ALCSQ,1600105,19,TX
4091,20101231,2010,DCO,264147109,11,CA
4091,20111231,2011,DCO,264147109,11,CA
4091,20121231,2012,DCO,264147109,11,CA
4091,20131231,2013,DCO,264147109,11,CA
4091,20141231,2014,DCO,264147109,11,CA
4093,20101231,2010,DUK,26441C204,11,NC
4093,20111231,2011,DUK,26441C204,11,NC
4093,20121231,2012,DUK,26441C204,11,NC
4093,20131231,2013,DUK,26441C204,11,NC
4093,20141231,2014,DUK,26441C204,11,NC
4094,20101231,2010,DNB,2.65E+104,11,NJ
4094,20111231,2011,DNB,2.65E+104,11,NJ
4094,20121231,2012,DNB,2.65E+104,11,NJ
4094,20131231,2013,DNB,2.65E+104,11,NJ
4094,20141231,2014,DNB,2.65E+104,11,NJ
4108,20101231,2010,FLS,34354P105,11,TX
4108,20111231,2011,FLS,34354P105,11,TX
4108,20121231,2012,FLS,34354P105,11,TX
4108,20131231,2013,FLS,34354P105,11,TX
4108,20141231,2014,FLS,34354P105,11,TX
4115,20100731,2010,DY,267475101,11,FL
4115,20110731,2011,DY,267475101,11,FL
4115,20120731,2012,DY,267475101,11,FL
4115,20130731,2013,DY,267475101,11,FL
4115,20140731,2014,DY,267475101,11,FL
4124,20100630,2010,DYNT,268157401,14,UT
4124,20110630,2011,DYNT,268157401,14,UT
4124,20120630,2012,DYNT,268157401,14,UT
4124,20130630,2013,DYNT,268157401,14,UT
4124,20140630,2014,DYNT,268157401,14,UT
4127,20101231,2010,DRCO,268057106,14,MA
4127,20111231,2011,DRCO,268057106,14,MA
4127,20121231,2012,DRCO,268057106,14,MA
4128,20101231,2010,COBR,191042100,14,IL
4128,20111231,2011,COBR,191042100,14,IL
4128,20121231,2012,COBR,191042100,14,IL
4128,20131231,2013,COBR,191042100,14,IL
4130,20100930,2010,DYSL,268102100,14,MA
4130,20110930,2011,DYSL,268102100,14,MA
4130,20120930,2012,DYSL,268102100,14,MA
4130,20130930,2013,DYSL,268102100,14,MA
4130,20140930,2014,DYSL,268102100,14,MA
4145,20101231,2010,PKI,714046109,11,MA
4145,20111231,2011,PKI,714046109,11,MA
4145,20121231,2012,PKI,714046109,11,MA
4145,20131231,2013,PKI,714046109,11,MA
4145,20141231,2014,PKI,714046109,11,MA
4149,20100630,2010,MTWD.1,59299Q934,19,VA
4149,20110630,2011,MTWD.1,59299Q934,19,VA
4149,20120630,2012,MTWD.1,59299Q934,19,VA
4156,20101231,2010,STS,868607102,12,IN
4156,20111231,2011,STS,868607102,12,IN
4156,20121231,2012,STS,868607102,12,IN
4156,20131231,2013,STS,868607102,12,IN
4156,20141231,2014,STS,868607102,12,IN
4186,20101231,2010,EML,276317104,14,CT
4186,20111231,2011,EML,276317104,14,CT
4186,20121231,2012,EML,276317104,14,CT
4186,20131231,2013,EML,276317104,14,CT
4186,20141231,2014,EML,276317104,14,CT
4193,20101231,2010,EGP,277276101,11,MS
4193,20101231,2010,EGP,277276101,11,MS
4193,20111231,2011,EGP,277276101,11,MS
4193,20111231,2011,EGP,277276101,11,MS
4193,20121231,2012,EGP,277276101,11,MS
4193,20121231,2012,EGP,277276101,11,MS
4193,20131231,2013,EGP,277276101,11,MS
4193,20131231,2013,EGP,277276101,11,MS
4193,20141231,2014,EGP,277276101,11,MS
4193,20141231,2014,EGP,277276101,11,MS
4194,20101231,2010,KODK,277461406,11,NY
4194,20111231,2011,KODK,277461406,11,NY
4194,20121231,2012,KODK,277461406,11,NY
4194,20131231,2013,KODK,277461406,11,NY
4194,20141231,2014,KODK,277461406,11,NY
4199,20101231,2010,ETN,G29183103,11,
4199,20111231,2011,ETN,G29183103,11,
4199,20121231,2012,ETN,G29183103,11,
4199,20131231,2013,ETN,G29183103,11,
4199,20141231,2014,ETN,G29183103,11,
4201,20101031,2010,EV,278265103,11,MA
4201,20101031,2010,EV,278265103,11,MA
4201,20111031,2011,EV,278265103,11,MA
4201,20111031,2011,EV,278265103,11,MA
4201,20121031,2012,EV,278265103,11,MA
4201,20121031,2012,EV,278265103,11,MA
4201,20131031,2013,EV,278265103,11,MA
4201,20131031,2013,EV,278265103,11,MA
4201,20141031,2014,EV,278265103,11,MA
4201,20141031,2014,EV,278265103,11,MA
4213,20101231,2010,ECL,278865100,11,MN
4213,20111231,2011,ECL,278865100,11,MN
4213,20121231,2012,ECL,278865100,11,MN
4213,20131231,2013,ECL,278865100,11,MN
4213,20141231,2014,ECL,278865100,11,MN
4225,20100228,2009,EDUC,281479105,14,OK
4225,20110228,2010,EDUC,281479105,14,OK
4225,20120229,2011,EDUC,281479105,14,OK
4225,20130228,2012,EDUC,281479105,14,OK
4225,20140228,2013,EDUC,281479105,14,OK
4241,20101231,2010,EE,283677854,11,TX
4241,20111231,2011,EE,283677854,11,TX
4241,20121231,2012,EE,283677854,11,TX
4241,20131231,2013,EE,283677854,11,TX
4241,20141231,2014,EE,283677854,11,TX
4242,20101231,2010,EP,28336L109,11,TX
4242,20111231,2011,EP,28336L109,11,TX
4245,20101231,2010,ELN,284131208,11,
4245,20111231,2011,ELN,284131208,11,
4245,20121231,2012,ELN,284131208,11,
4273,20100531,2009,ELRC,285218103,14,CA
4273,20110531,2010,ELRC,285218103,14,CA
4273,20120531,2011,ELRC,285218103,14,CA
4273,20130531,2012,ELRC,285218103,14,CA
4273,20140531,2013,ELRC,285218103,14,CA
4274,20100331,2009,ESIO,285229100,14,OR
4274,20110331,2010,ESIO,285229100,14,OR
4274,20120331,2011,ESIO,285229100,14,OR
4274,20130331,2012,ESIO,285229100,14,OR
4274,20140331,2013,ESIO,285229100,14,OR
4275,20101231,2010,ELSE,285233102,14,MN
4275,20111231,2011,ELSE,285233102,14,MN
4275,20121231,2012,ELSE,285233102,14,MN
4275,20131231,2013,ELSE,285233102,14,MN
4275,20141231,2014,ELSE,285233102,14,MN
4279,20101231,2010,ELMG,26873N108,14,GA
4292,20101231,2010,ETCIA,285861100,19,WI
4292,20111231,2011,ETCIA,285861100,19,WI
4292,20121231,2012,ETCIA,285861100,19,WI
4292,20131231,2013,ETCIA,285861100,19,WI
4292,20141231,2014,ETCIA,285861100,19,WI
4311,20101231,2010,ELRNF,290160100,19,
4311,20111231,2011,ELRNF,290160100,19,
4311,20121231,2012,ELRNF,290160100,19,
4311,20131231,2013,ELRNF,290160100,19,
4311,20141231,2014,ELRNF,290160100,19,
4321,20100930,2010,EMR,291011104,11,MO
4321,20110930,2011,EMR,291011104,11,MO
4321,20120930,2012,EMR,291011104,11,MO
4321,20130930,2013,EMR,291011104,11,MO
4321,20140930,2014,EMR,291011104,11,MO
4322,20100331,2009,MSN,291087203,12,NJ
4322,20110331,2010,MSN,291087203,12,NJ
4322,20120331,2011,MSN,291087203,12,NJ
4322,20130331,2012,MSN,291087203,12,NJ
4322,20140331,2013,MSN,291087203,12,NJ
4331,20101231,2010,EDE,291641108,11,MO
4331,20111231,2011,EDE,291641108,11,MO
4331,20121231,2012,EDE,291641108,11,MO
4331,20131231,2013,EDE,291641108,11,MO
4331,20141231,2014,EDE,291641108,11,MO
4340,20100630,2010,ELX,292475209,11,CA
4340,20110630,2011,ELX,292475209,11,CA
4340,20120630,2012,ELX,292475209,11,CA
4340,20130630,2013,ELX,292475209,11,CA
4340,20140630,2014,ELX,292475209,11,CA
4341,20101231,2010,SORL,78461U101,14,
4341,20111231,2011,SORL,78461U101,14,
4341,20121231,2012,SORL,78461U101,14,
4341,20131231,2013,SORL,78461U101,14,
4341,20141231,2014,SORL,78461U101,14,
4351,20101231,2010,EGN,29265N108,11,AL
4351,20111231,2011,EGN,29265N108,11,AL
4351,20121231,2012,EGN,29265N108,11,AL
4351,20131231,2013,EGN,29265N108,11,AL
4351,20141231,2014,EGN,29265N108,11,AL
4352,20100630,2010,ENERQ,292659109,19,MI
4352,20110630,2011,ENERQ,292659109,19,MI
4367,20101231,2010,WFT,G48833100,11,
4367,20111231,2011,WFT,G48833100,11,
4367,20121231,2012,WFT,G48833100,11,
4367,20131231,2013,WFT,G48833100,11,
4367,20141231,2014,WFT,G48833100,11,
4383,20100930,2010,ATO,49560105,11,TX
4383,20110930,2011,ATO,49560105,11,TX
4383,20120930,2012,ATO,49560105,11,TX
4383,20130930,2013,ATO,49560105,11,TX
4383,20140930,2014,ATO,49560105,11,TX
4384,20111231,2011,MARA,56585W302,14,NV
4384,20121231,2012,MARA,56585W302,14,NV
4384,20131231,2013,MARA,56585W302,14,NV
4384,20141231,2014,MARA,56585W302,14,NV
4390,20100228,2009,EBF,293389102,11,TX
4390,20110228,2010,EBF,293389102,11,TX
4390,20120229,2011,EBF,293389102,11,TX
4390,20130228,2012,EBF,293389102,11,TX
4390,20140228,2013,EBF,293389102,11,TX
4409,20101231,2010,ENZN,293904108,19,NJ
4409,20111231,2011,ENZN,293904108,19,NJ
4409,20121231,2012,ENZN,293904108,19,NJ
4409,20131231,2013,ENZN,293904108,19,NJ
4409,20141231,2014,ENZN,293904108,19,NJ
4412,20101231,2010,VKSC,92831R201,19,IL
4412,20111231,2011,VKSC,92831R201,19,IL
4412,20121231,2012,VKSC,92831R201,19,IL
4412,20131231,2013,VKSC,92831R201,19,IL
4412,20141231,2014,VKSC,92831R201,19,IL
4415,20100228,2009,ETCC,294092101,19,PA
4415,20110228,2010,ETCC,294092101,19,PA
4415,20120229,2011,ETCC,294092101,19,PA
4415,20130228,2012,ETCC,294092101,19,PA
4415,20140228,2013,ETCC,294092101,19,PA
4418,20100731,2010,ENZ,294100102,11,NY
4418,20110731,2011,ENZ,294100102,11,NY
4418,20120731,2012,ENZ,294100102,11,NY
4418,20130731,2013,ENZ,294100102,11,NY
4418,20140731,2014,ENZ,294100102,11,NY
4423,20101231,2010,EFX,294429105,11,GA
4423,20111231,2011,EFX,294429105,11,GA
4423,20121231,2012,EFX,294429105,11,GA
4423,20131231,2013,EFX,294429105,11,GA
4423,20141231,2014,EFX,294429105,11,GA
4430,20101231,2010,EQT,26884L109,11,PA
4430,20111231,2011,EQT,26884L109,11,PA
4430,20121231,2012,EQT,26884L109,11,PA
4430,20131231,2013,EQT,26884L109,11,PA
4430,20141231,2014,EQT,26884L109,11,PA
4439,20101231,2010,ERIC,294821608,14,
4439,20111231,2011,ERIC,294821608,14,
4439,20121231,2012,ERIC,294821608,14,
4439,20131231,2013,ERIC,294821608,14,
4439,20141231,2014,ERIC,294821608,14,
4448,20101231,2010,ESCA,296056104,14,IN
4448,20111231,2011,ESCA,296056104,14,IN
4448,20121231,2012,ESCA,296056104,14,IN
4448,20131231,2013,ESCA,296056104,14,IN
4448,20141231,2014,ESCA,296056104,14,IN
4450,20100630,2010,ESP,296650104,12,NY
4450,20110630,2011,ESP,296650104,12,NY
4450,20120630,2012,ESP,296650104,12,NY
4450,20130630,2013,ESP,296650104,12,NY
4450,20140630,2014,ESP,296650104,12,NY
4460,20101031,2010,ESL,297425100,11,WA
4460,20111031,2011,ESL,297425100,11,WA
4460,20121031,2012,ESL,297425100,11,WA
4460,20131031,2013,ESL,297425100,11,WA
4460,20141031,2014,ESL,297425100,11,WA
4462,20101231,2010,NEU,651587107,11,VA
4462,20111231,2011,NEU,651587107,11,VA
4462,20121231,2012,NEU,651587107,11,VA
4462,20131231,2013,NEU,651587107,11,VA
4462,20141231,2014,NEU,651587107,11,VA
4467,20101231,2010,ESCC,299096107,19,UT
4467,20111231,2011,ESCC,299096107,19,UT
4467,20121231,2012,ESCC,299096107,19,UT
4467,20131231,2013,ESCC,299096107,19,UT
4467,20141231,2014,ESCC,299096107,19,UT
4476,20100331,2009,EXAR,300645108,11,CA
4476,20110331,2010,EXAR,300645108,11,CA
4476,20120331,2011,EXAR,300645108,11,CA
4476,20130331,2012,EXAR,300645108,11,CA
4476,20140331,2013,EXAR,300645108,11,CA
4477,20100131,2009,CNVR.,211919105,19,VA
4485,20101231,2010,KINS,496719105,14,NY
4485,20111231,2011,KINS,496719105,14,NY
4485,20121231,2012,KINS,496719105,14,NY
4485,20131231,2013,KINS,496719105,14,NY
4485,20141231,2014,KINS,496719105,14,NY
4494,20101231,2010,EXPD,302130109,14,WA
4494,20111231,2011,EXPD,302130109,14,WA
4494,20121231,2012,EXPD,302130109,14,WA
4494,20131231,2013,EXPD,302130109,14,WA
4494,20141231,2014,EXPD,302130109,14,WA
4497,20101231,2010,BOOM,23291C103,14,CO
4497,20111231,2011,BOOM,23291C103,14,CO
4497,20121231,2012,BOOM,23291C103,14,CO
4497,20131231,2013,BOOM,23291C103,14,CO
4497,20141231,2014,BOOM,23291C103,14,CO
4498,20100930,2010,IIIN,45774W108,14,NC
4498,20110930,2011,IIIN,45774W108,14,NC
4498,20120930,2012,IIIN,45774W108,14,NC
4498,20130930,2013,IIIN,45774W108,14,NC
4498,20140930,2014,IIIN,45774W108,14,NC
4503,20101231,2010,XOM,30231G102,11,TX
4503,20111231,2011,XOM,30231G102,11,TX
4503,20121231,2012,XOM,30231G102,11,TX
4503,20131231,2013,XOM,30231G102,11,TX
4503,20141231,2014,XOM,30231G102,11,TX
4510,20101231,2010,FMC,302491303,11,PA
4510,20111231,2011,FMC,302491303,11,PA
4510,20121231,2012,FMC,302491303,11,PA
4510,20131231,2013,FMC,302491303,11,PA
4510,20141231,2014,FMC,302491303,11,PA
4517,20101231,2010,NEE,65339F101,11,FL
4517,20111231,2011,NEE,65339F101,11,FL
4517,20121231,2012,NEE,65339F101,11,FL
4517,20131231,2013,NEE,65339F101,11,FL
4517,20141231,2014,NEE,65339F101,11,FL
4523,20100131,2009,JAS,47758P307,11,OH
4523,20110131,2010,JAS,47758P307,11,OH
4542,20121231,2012,PRRE,73943L100,19,AZ
4542,20131231,2013,PRRE,73943L100,19,AZ
4542,20141231,2014,PRRE,73943L100,19,AZ
4544,20100228,2009,HAIR.1,90686205,19,FL
4544,20110228,2010,HAIR.1,90686205,19,FL
4544,20120229,2011,HAIR.1,90686205,19,FL
4560,20100831,2010,FDO,307000109,11,NC
4560,20110831,2011,FDO,307000109,11,NC
4560,20120831,2012,FDO,307000109,11,NC
4560,20130831,2013,FDO,307000109,11,NC
4560,20140831,2014,FDO,307000109,11,NC
4579,20100630,2010,FARM,307675108,14,TX
4579,20110630,2011,FARM,307675108,14,TX
4579,20120630,2012,FARM,307675108,14,TX
4579,20130630,2013,FARM,307675108,14,TX
4579,20140630,2014,FARM,307675108,14,TX
4598,20100531,2009,FDX,31428X106,11,TN
4598,20110531,2010,FDX,31428X106,11,TN
4598,20120531,2011,FDX,31428X106,11,TN
4598,20130531,2012,FDX,31428X106,11,TN
4598,20140531,2013,FDX,31428X106,11,TN
4599,20101231,2010,RUSMF,781903604,19,ON
4599,20111231,2011,RUSMF,781903604,19,ON
4599,20121231,2012,RUSMF,781903604,19,ON
4599,20131231,2013,RUSMF,781903604,19,ON
4599,20141231,2014,RUSMF,781903604,19,ON
4600,20101231,2010,FDML,313549404,14,MI
4600,20111231,2011,FDML,313549404,14,MI
4600,20121231,2012,FDML,313549404,14,MI
4600,20131231,2013,FDML,313549404,14,MI
4600,20141231,2014,FDML,313549404,14,MI
4601,20101231,2010,FNMA,313586109,19,DC
4601,20101231,2010,FNMA,313586109,19,DC
4601,20111231,2011,FNMA,313586109,19,DC
4601,20111231,2011,FNMA,313586109,19,DC
4601,20121231,2012,FNMA,313586109,19,DC
4601,20121231,2012,FNMA,313586109,19,DC
4601,20131231,2013,FNMA,313586109,19,DC
4601,20131231,2013,FNMA,313586109,19,DC
4601,20141231,2014,FNMA,313586109,19,DC
4601,20141231,2014,FNMA,313586109,19,DC
4605,20101231,2010,FRT,313747206,11,MD
4605,20101231,2010,FRT,313747206,11,MD
4605,20111231,2011,FRT,313747206,11,MD
4605,20111231,2011,FRT,313747206,11,MD
4605,20121231,2012,FRT,313747206,11,MD
4605,20121231,2012,FRT,313747206,11,MD
4605,20131231,2013,FRT,313747206,11,MD
4605,20131231,2013,FRT,313747206,11,MD
4605,20141231,2014,FRT,313747206,11,MD
4605,20141231,2014,FRT,313747206,11,MD
4606,20101231,2010,COLE,19329V105,11,AZ
4606,20111231,2011,COLE,19329V105,11,AZ
4606,20121231,2012,COLE,19329V105,11,AZ
4607,20100630,2010,FSCR,313819104,19,MI
4607,20110630,2011,FSCR,313819104,19,MI
4607,20120630,2012,FSCR,313819104,19,MI
4607,20130630,2013,FSCR,313819104,19,MI
4607,20140630,2014,FSCR,313819104,19,MI
4608,20101231,2010,FSS,313855108,11,IL
4608,20111231,2011,FSS,313855108,11,IL
4608,20121231,2012,FSS,313855108,11,IL
4608,20131231,2013,FSS,313855108,11,IL
