SIMS_LATITUDE,SIMS_LONGITUDE
32.717214,-117.165486
32.952124,-117.264088
33.127711,-117.075325
32.842242,-116.768225
32.709172,-117.153975
33.217025,-117.396158
32.701492,-117.149653
32.725226,-116.365203
32.579361,-116.929486
32.735455,-116.345365
32.552164,-116.937772
37.784,-122.4216
37.765946,-122.399044
37.7338,-122.3824
37.950741,-121.268523
38.029626,-121.354026
35.631629,-120.690977
35.12389,-120.63215
35.283889,-120.654167
35.02083,-120.56388
35.256577,-120.669861
35.36631,-120.84271
35.03146,-120.50103
35.49158,-120.66804
37.482934,-122.20337
34.46245,-120.02551
34.427775,-119.691218
34.949147,-120.43763
34.725556,-120.427778
34.54166,-119.79146
34.52744,-120.1965
34.414942,-119.879511
34.402778,-119.4575
34.718889,-120.431667
34.48974,-120.04692
34.46453,-120.04498
34.63782,-120.4575
34.44551,-119.8284
34.605819,-120.075069
34.596111,-120.630278
34.733889,-120.008349
36.999571,-121.574684
37.348497,-121.894898
37.226862,-121.979675
37.3062,-121.84885
37.3915,-121.8422
37.079379,-121.600031
37.355475,-122.050845
37.402244,-122.066597
37.011944,-122.193333
36.933333,-121.795833
37.052222,-122.0125
36.983921,-121.989328
40.549985,-122.382011
40.452913,-122.298866
40.403558,-122.223185
40.53999,-121.57646
40.6304,-122.4031
40.69184,-122.40179
41.308611,-122.332222
41.711944,-121.508889
41.726892,-122.633579
38.102507,-122.237976
38.227066,-122.075624
38.3514,-121.94986
38.358365,-121.950003
38.804267,-123.018142
38.610905,-122.868794
38.443503,-122.710169
38.654069,-122.901857
38.501112,-122.998181
37.641583,-120.994622
37.487981,-120.837005
39.138773,-121.618549
39.205572,-121.820362
40.216805,-122.223582
40.262084,-122.093857
40.17583,-122.23694
40.73475,-122.9412
40.786247,-122.805707
36.567178,-118.778995
36.48947,-118.82915
36.498889,-118.823889
36.332179,-119.291228
36.313889,-119.392222
37.981582,-120.379611
34.210154,-118.870496
34.291254,-118.798564
34.404268,-118.809946
33.2569,-119.4869
34.448048,-119.231321
34.276362,-118.683757
34.2804,-119.313611
34.252378,-119.143176
38.53445,-121.7734
38.66121,-121.73269
38.57146,-121.52579
39.796009,-104.977538
39.826007,-104.937438
39.986324,-104.817683
39.838119,-104.94984
37.469391,-105.878691
37.469584,-105.863175
37.724919,-105.519073
39.567887,-104.957193
39.604399,-105.019526
37.26842,-107.009659
40.164576,-105.100856
40.166586,-105.102402
40.024167,-105.2575
39.957212,-105.238458
40.021097,-105.263382
40.012969,-105.267212
38.739213,-108.073118
39.751184,-104.987625
39.738578,-104.939925
39.751761,-105.030681
39.698008,-104.987111
39.740342,-104.991037
39.748163,-105.002564
39.746955,-105.003604
39.717251,-104.893222
39.781083,-104.95665
39.697677,-104.984021
39.704005,-104.998113
39.743499,-105.0081
39.534488,-105.070358
39.231384,-104.63477
38.85054,-104.83063
38.895975,-104.761296
38.828042,-104.827739
38.958341,-104.817215
38.830895,-104.839243
38.853097,-104.901289
38.43829,-105.24504
39.453654,-108.053259
39.531813,-107.782298
39.573536,-107.534626
39.487755,-107.659685
39.43089,-107.652665
39.567945,-107.683245
39.529444,-107.324167
38.867595,-106.981436
38.87805,-106.974698
38.545833,-106.928333
38.900392,-106.966104
40.5383,-106.6766
39.800333,-105.099973
39.638781,-105.13948
39.912799,-105.188587
39.904167,-105.165278
39.87639,-105.165611
39.861944,-105.203056
39.899722,-105.240278
39.743724,-105.177989
39.247778,-106.291389
37.277798,-107.880928
37.218674,-107.851598
37.308191,-107.845615
37.229524,-107.826708
37.274742,-107.878951
37.30389,-107.484167
37.13678,-107.62863
37.10258,-107.870219
40.27813,-105.54564
40.571288,-105.079693
40.526426,-105.077279
40.57747,-105.07892
40.362381,-105.564396
39.063798,-108.561173
39.064289,-108.56155
37.1984,-108.49046
39.154,-106.821
39.19104,-106.818864
38.090949,-102.613912
38.084688,-102.618641
38.113792,-102.626181
38.263058,-104.612133
40.485201,-106.831625
40.488056,-106.835833
37.659409,-107.800541
37.937872,-107.813061
39.491461,-106.047325
38.744827,-105.175405
38.744444,-105.178333
40.414877,-104.70693
40.209387,-104.82405
40.386368,-104.73744
40.423432,-104.69479
41.170833,-73.194722
41.195,-73.163333
41.003611,-73.585
41.055833,-73.539444
41.399167,-73.443056
41.063056,-73.528889
41.1125,-73.407222
41.1525,-73.103056
41.118333,-73.336667
41.769167,-72.670278
41.784722,-72.631667
41.7425,-72.634444
41.821342,-73.297257
41.552222,-72.63
41.293889,-72.901389
41.309167,-72.923333
41.291111,-72.894167
41.3014,-72.902871
41.310833,-72.916944
41.331389,-72.919722
41.550556,-73.043611
41.260833,-72.55
41.317222,-72.065
41.524167,-72.076667
41.976389,-72.388056
38.986672,-75.5568
39.155,-75.518056
39.761111,-75.491944
39.5513,-75.732
39.57768,-75.6036
39.817222,-75.563889
39.691962,-75.761299
39.773889,-75.496389
39.739444,-75.558056
38.6539,-75.6106
38.7791,-75.16323
38.903889,-77.046389
38.583226,-77.1219
38.895572,-76.958072
38.876255,-77.034059
38.921847,-77.013178
29.706111,-82.387778
29.658333,-82.408333
29.684,-82.491
29.544722,-82.296111
30.201111,-82.441111
30.130433,-85.731517
30.144167,-85.614444
28.511111,-80.794722
28.053611,-80.628611
28.310556,-80.615556
26.128611,-80.167222
26.098333,-80.145833
26.272,-80.295
26.083143,-80.237586
25.982222,-80.247778
26.292025,-80.09647
26.217222,-80.127778
26.000833,-80.160556
26.295556,-80.1775
26.087,-80.111
28.980556,-82.7
28.748678,-82.554769
26.27,-81.711
30.178056,-82.619167
30.356339,-81.635396
30.352222,-81.628333
30.477725,-81.587339
30.309119,-81.652341
30.422222,-81.621111
30.305,-81.705556
30.320507,-81.68762
30.328889,-81.639722
30.367222,-81.594167
30.135556,-81.634167
30.354722,-81.547778
30.261,-81.454
30.33501,-81.61861
30.35319,-81.56725
30.41707,-81.585858
30.352375,-81.61841
30.31725,-81.68395
30.525367,-87.20355
30.36805,-87.270967
30.544722,-87.216111
30.399,-87.276
30.437,-87.256
30.55,-87.376
30.411339,-82.783484
27.188889,-81.340556
27.931944,-82.509722
27.886389,-82.481389
27.894167,-82.401111
27.740033,-82.465146
27.863889,-82.384444
27.7925,-82.368333
27.9225,-82.401389
27.856389,-82.383667
27.780508,-82.162117
27.9475,-82.457222
27.928056,-82.454722
27.892222,-82.538611
27.960278,-82.3825
27.933333,-82.448889
27.9875,-82.454167
27.965833,-82.379444
27.968611,-82.278611
27.96565,-82.2304
27.9925,-82.125833
30.848611,-85.603889
28.525,-81.723333
29.014,-81.64119
26.602016,-81.877908
26.547861,-81.98
26.448889,-81.939444
30.439722,-84.346389
30.484444,-84.199444
30.305556,-84.423611
27.622778,-82.539444
27.632778,-82.546111
27.480556,-82.618889
27.449444,-82.522222
29.170278,-82.100833
29.1925,-82.173333
25.8975,-80.38
25.733378,-80.161806
25.586384,-80.326811
25.39122,-80.680819
25.621667,-80.345278
25.87583,-80.2583
25.941944,-80.326389
25.68333,-80.4
25.794222,-80.215556
25.767778,-80.233333
25.798333,-80.210278
25.471944,-80.482778
30.658552,-81.463168
28.735556,-81.601944
28.454167,-81.381389
28.550833,-81.345556
28.541944,-81.378611
28.596389,-81.3625
28.347222,-81.636667
26.724444,-80.666667
26.730833,-80.233889
26.59123,-80.060867
26.693056,-80.099444
26.700102,-80.101183
26.456944,-80.092778
26.369722,-80.074444
28.331944,-82.305833
28.195,-82.758056
27.946389,-82.731944
27.784444,-82.659444
27.785866,-82.739875
27.863333,-82.623333
27.792778,-82.728056
27.850348,-82.714465
27.986283,-82.78215
28.047222,-82.71
27.8925,-82.680556
27.871389,-82.691667
27.895556,-82.774722
27.875833,-82.696389
28.09,-82.700833
28.141667,-82.739722
27.856418,-82.017633
27.896944,-81.960278
27.939444,-82.000278
28.028889,-81.972222
29.687748,-81.656509
27.448889,-80.40833
30.394133,-87.008033
27.290556,-82.507222
27.299444,-82.522778
27.335556,-82.531111
27.306944,-82.570556
27.350278,-82.48
27.100833,-82.436111
27.089194,-82.362583
28.746111,-81.310556
29.108889,-80.993889
29.206667,-81.0525
30.0925,-84.161111
33.153413,-83.23569
34.103333,-84.915278
32.777455,-83.641096
32.805408,-83.543521
32.827967,-83.788749
30.740718,-82.128154
32.062124,-81.067043
32.092957,-81.14399
32.06923,-81.048769
32.110759,-81.161847
32.090457,-81.130378
34.474293,-85.408003
33.945833,-83.372222
33.918067,-83.344495
33.609867,-84.391028
34.015482,-84.607407
33.89932,-84.661514
31.513287,-82.750141
33.582144,-82.131189
33.40404,-84.745988
34.376317,-84.059766
33.68797,-84.29048
33.698611,-84.272608
33.901389,-84.279903
33.845741,-84.213398
31.576917,-84.100194
33.778329,-84.707791
33.743656,-84.779192
34.98567,-84.375193
33.455739,-84.418998
34.26054,-85.32333
34.263312,-85.178723
34.263198,-85.304826
33.752625,-84.383325
33.741253,-84.5527
33.819564,-84.389708
33.80233,-84.435576
33.77933,-84.39576
33.720192,-84.357056
33.876469,-84.380327
31.180893,-81.504622
31.169735,-81.495881
31.185187,-81.485166
33.96127,-84.06901
34.30008,-83.81217
33.433575,-84.161708
32.6056,-83.597907
30.848056,-83.294444
34.785197,-84.626422
32.483543,-84.980977
32.521302,-84.944795
32.42905,-84.9316
32.508712,-84.880303
32.503272,-84.942035
33.9285,-85.04534
33.469164,-81.991426
33.433349,-82.022217
33.432353,-81.991372
33.591077,-84.065294
33.264875,-84.284914
31.954298,-84.081059
34.97889,-85.30098
33.625273,-83.681656
32.974881,-82.80876
32.881829,-83.333775
19.4308,-155.2578
19.4203,-155.2881
21.321944,-157.861389
21.323745,-158.088613
21.332743,-158.11413
21.292916,-157.8215
21.30758,-157.85542
21.303382,-157.871171
21.3475,-158.113333
21.392833,-157.969126
21.343333,-157.708333
21.981944,-159.369722
20.780997,-156.446373
20.808788,-156.283507
43.618889,-116.213611
43.636111,-116.270278
43.616379,-116.203817
43.647778,-116.213611
43.589464,-116.223462
42.916389,-112.515833
42.876725,-112.460347
42.796463,-112.258116
47.316667,-116.57028
47.338702,-116.884614
43.021944,-112.41
43.823017,-115.838557
44.104498,-115.972386
48.292141,-116.556656
48.270633,-116.567724
48.2675,-116.572222
43.518267,-112.020708
48.70555,-116.368967
43.460556,-113.562222
43.58031,-116.562676
43.562401,-116.563232
43.579446,-116.561111
43.705583,-116.623197
43.787147,-116.959578
42.695278,-111.593889
44.170385,-114.928034
43.286562,-115.853221
42.013333,-111.809167
42.082222,-111.864167
43.856442,-116.515456
45.931389,-116.115278
46.2094,-116.0275
47.788908,-116.804539
47.682315,-116.76553
47.7827,-116.8819
47.721597,-116.92615
46.721932,-116.95918
45.181897,-113.890285
45.168433,-113.888967
46.408352,-116.992533
46.3972,-116.8062
46.335,-116.5359
42.9125,-112.535556
47.536389,-116.236667
42.564097,-114.4462
44.899318,-116.093914
44.890197,-116.1065
39.93301,-91.404237
40.123796,-88.229531
40.05278,-88.37251
40.1,-88.36667
39.210857,-87.668297
41.670992,-87.732457
41.687165,-87.539315
41.87372,-87.645326
41.755832,-87.54535
41.87898,-87.635556
41.70757,-87.568574
41.965485,-87.749928
41.912862,-87.722723
41.656518,-87.589574
41.877682,-87.635027
41.790787,-87.601646
41.895812,-87.607683
41.7514,-87.713488
41.984332,-87.792002
41.80118,-87.832349
41.66812,-87.99057
41.615038,-87.71556
41.662109,-87.696467
41.965193,-87.876265
41.782766,-87.805377
41.855243,-87.75247
42.060285,-87.863225
42.053333,-88.108056
42.139996,-87.799227
41.872202,-87.826165
41.872117,-87.82908
41.864426,-87.748902
41.872897,-87.825872
42.062053,-87.675254
41.771071,-88.152534
41.813049,-88.072827
39.067159,-88.548934
38.082155,-88.624943
37.723086,-89.209289
39.110539,-90.32408
42.050403,-88.280015
42.049148,-88.273029
41.784717,-88.329374
42.386706,-87.841406
42.467573,-87.810047
41.293015,-89.049425
42.221442,-88.242207
40.518735,-88.996896
39.866834,-88.925594
39.396075,-89.809739
38.890186,-90.148031
38.694438,-90.153954
38.699565,-90.143529
38.704534,-90.139675
38.726573,-89.959963
38.827665,-90.058116
38.793341,-90.039762
38.903085,-90.143168
38.860669,-90.105851
38.865984,-90.070571
40.68742,-89.606943
40.700072,-89.613414
40.697007,-89.584737
40.745504,-89.585869
38.176278,-89.788459
41.514727,-90.51735
38.612034,-90.160477
38.529631,-89.99285
39.800614,-89.591225
39.799309,-89.647608
39.844122,-89.604839
39.831921,-89.644164
40.55646,-89.654028
38.397276,-87.773631
38.369498,-87.834466
41.459963,-88.182019
41.526885,-88.116474
41.221537,-88.190967
42.28719,-89.077005
42.267674,-89.087851
42.263081,-89.092767
42.334982,-89.037775
41.221418,-85.016821
41.094965,-85.101816
41.07445,-85.136729
41.050556,-85.149722
39.997484,-86.395172
40.540455,-86.553035
38.376944,-85.690278
38.277675,-85.740153
38.573253,-87.214613
39.043889,-84.907222
39.092778,-84.855
40.201141,-85.387999
40.157952,-85.420984
40.158417,-85.415021
40.300015,-85.245367
38.391443,-86.92916
41.667778,-85.969444
41.71805,-85.83055
38.266167,-85.84107
38.367967,-85.832955
38.273511,-85.836412
38.308056,-85.834167
39.9642,-87.421398
38.361443,-87.748631
38.392832,-87.748353
38.985578,-86.99012
40.05609,-86.000503
39.935041,-85.840471
39.876944,-86.473889
39.863367,-86.470539
39.880871,-86.54193
39.759003,-86.397124
40.009525,-85.523455
40.485479,-86.132879
40.96071,-85.379842
38.920844,-86.080489
41.187854,-87.053571
41.221437,-87.027765
38.776667,-85.407222
39.417243,-86.152363
38.740882,-87.484733
41.636127,-87.440843
41.628611,-87.461389
41.60668,-87.304729
41.65274,-87.439551
41.573239,-87.405905
41.546593,-87.426481
41.6814,-87.494734
41.598505,-87.342991
41.588889,-87.407778
41.585496,-87.474486
41.63946,-87.493623
41.678349,-87.508345
41.592517,-87.471955
41.641361,-87.487528
41.717022,-86.907743
41.629098,-86.684615
41.707212,-86.891216
41.602222,-86.730278
38.889444,-86.551944
40.111975,-85.679952
40.002547,-85.656937
39.646254,-86.248784
39.744993,-86.166464
39.858922,-86.021317
39.749019,-86.186314
39.760869,-86.297195
39.760437,-86.108848
39.747931,-86.175812
39.768056,-86.16
39.789486,-86.06085
39.758925,-86.289694
39.811097,-86.114469
39.893611,-86.040556
39.788903,-86.214628
39.774979,-86.12202
39.758855,-86.115415
39.73333,-86.28333
38.890278,-86.760833
39.575634,-86.477893
39.515039,-86.391643
37.99424,-86.763445
37.983883,-86.77219
38.113159,-86.603594
38.519148,-87.249794
41.634109,-87.101478
41.631389,-87.086944
41.633333,-87.102778
41.616618,-87.146959
41.617558,-87.199248
41.510293,-87.038546
38.005289,-87.718429
39.623056,-86.854444
41.551696,-86.370589
41.66346,-86.207826
41.742598,-86.110521
41.693611,-86.236667
41.694444,-86.2875
39.613423,-85.870648
38.167523,-86.983214
37.95536,-87.0318
39.099444,-87.470556
40.431639,-86.8525
37.971727,-87.567236
38.021727,-87.569458
38.113947,-87.536957
37.974436,-87.532289
38.006517,-87.574117
37.902561,-87.671406
39.923645,-87.435566
39.48615,-87.401398
39.448611,-87.391944
39.456238,-87.370553
39.560556,-87.313056
39.528371,-87.428342
39.514761,-87.407787
37.937561,-87.314173
38.052003,-87.278337
38.194501,-87.341396
37.954511,-87.321939
38.534652,-86.260372
39.812256,-84.889927
39.795867,-84.880759
39.806357,-84.945866
41.122988,-85.342146
41.124817,-85.356633
42.493056,-92.343889
42.743056,-92.513056
43.16944,-93.202426
43.158561,-93.203005
41.823283,-90.211982
41.874999,-90.177574
42.600834,-91.538493
42.9788,-91.8642
42.3353,-93.7577
42.3743,-93.7127
42.9155,-93.7163
42.5433,-93.1819
41.780261,-95.948435
41.657232,-91.503478
40.400959,-91.391012
41.910556,-91.651944
41.974722,-91.666667
41.980556,-91.669444
41.983333,-91.662778
42.281013,-91.526879
42.00508,-91.6793
41.941111,-91.633889
40.969112,-95.044951
41.400968,-91.067957
41.419429,-91.070975
41.387969,-91.054504
41.4069,-91.0616
43.123704,-94.693518
41.603159,-93.643118
41.584167,-93.641667
41.607778,-93.571944
41.583183,-93.58385
41.622778,-93.657778
41.673333,-93.698056
41.583889,-93.627778
41.603517,-93.7479
41.664722,-93.614167
41.264171,-95.896124
41.188855,-95.838381
42.376283,-95.075769
41.699174,-90.521944
41.530011,-90.587611
41.467236,-90.688451
41.550005,-90.600115
41.517772,-90.618755
41.6475,-90.430833
43.0673,-95.9777
41.882867,-93.6878
40.695078,-92.006318
40.71667,-91.95
41.285533,-93.583983
42.517968,-96.387903
42.695391,-93.655976
42.802258,-93.912332
42.886,-93.6758
39.979123,-95.568475
39.96667,-95.55
38.434141,-96.5605
39.00436,-95.22384
37.771944,-100.017778
38.974457,-94.687013
38.863056,-94.768889
38.838575,-94.746424
39.327391,-94.95102
38.135882,-94.731988
37.046944,-95.613333
37.06293,-95.63882
37.676308,-95.474659
37.781389,-97.337222
37.659334,-97.297714
37.651114,-97.362212
37.702066,-97.314847
37.747085,-97.316912
37.686389,-97.338056
39.04,-95.691667
39.021389,-95.748333
39.348452,-101.713405
37.47689,-97.366399
38.770081,-99.763424
39.087949,-94.621453
39.117219,-94.635605
39.046314,-94.694816
36.60843,-83.73694
38.91833,-84.852637
38.476,-82.63137
38.45934,-82.64041
38.369722,-82.600833
37.98629,-85.71192
39.065556,-84.451944
38.23887,-82.9881
36.91171,-87.323337
37.780776,-87.075307
37.13179,-86.142953
37.18333,-86.1
38.125833,-84.468333
38.06503,-84.49761
38.038889,-84.5075
38.219361,-84.8385
38.548136,-82.731163
37.93829,-86.89719
37.705612,-85.852629
37.8712,-87.46375
38.13784,-85.57648
38.23319,-85.81566
38.19113,-85.77935
38.20808,-85.655556
38.24024,-85.73195
38.06091,-85.89804
38.229,-85.7018
38.26355,-85.71025
38.23158,-85.82678
37.89147,-84.58825
39.0725,-84.525
37.087222,-84.063333
37.155392,-88.394024
37.07151,-88.33389
37.06636,-88.63774
37.05822,-88.57251
37.606389,-87.253889
37.738458,-84.284952
37.02702,-88.34387
37.319725,-86.956097
38.4002,-85.44428
37.28329,-83.20932
37.4826,-82.53532
37.09798,-84.61152
36.708607,-86.566284
36.901389,-88.013611
36.783889,-87.851944
38.71,-85.417778
36.993333,-86.418333
37.035438,-86.250628
30.233889,-90.968333
30.491944,-93.143889
32.53626,-93.74891
32.676389,-93.859722
32.478333,-93.765833
30.143333,-93.371944
30.261667,-93.284167
30.227778,-93.578333
30.177143,-93.214514
31.574236,-91.455236
30.419763,-91.181996
30.46198,-91.17922
30.700921,-91.056135
30.593978,-91.251943
31.5023,-92.4603
30.217778,-91.060556
30.4,-91.425
30.220556,-91.316111
30.206985,-91.129948
30.043573,-90.275091
29.883056,-90.083333
30.020892,-90.123099
29.999264,-90.211619
29.9198,-90.231783
30.2175,-92.051389
30.274833,-92.0172
29.763889,-90.765183
30.3125,-90.8125
29.9555,-90.12166
29.994444,-90.102778
29.953889,-90.076944
29.960593,-90.128173
30.016905,-89.927185
30.032329,-90.045465
29.957149,-90.063346
30.16635,-89.737333
30.0655,-89.804767
29.96249,-90.05689
32.509713,-92.046093
29.88546,-89.94952
29.119168,-89.206659
30.681736,-91.366172
31.177638,-92.410611
29.981944,-89.998611
29.93961,-89.92388
29.971443,-89.998605
29.984167,-90.410556
29.940833,-90.353056
29.933056,-90.359444
